make_model,body_type,Body Color,km,hp,Gearing Type,Extras,price
Audi A1,Sedans,Beige,4500,85,Manual,Alloy wheels,14000
Audi A1,Sedans,Grey,12500,85,Manual,"Alloy wheels,Sport seats",14000
Audi A1,Sedans,Silver,12500,85,Manual,Alloy wheels,14000
Audi A1,Sedans,Blue,40000,85,Manual,"Alloy wheels,Sport seats,Sport suspension,Voice Control",14000
Audi A1,Sedans,Grey,40000,85,Manual,"Alloy wheels,Voice Control",14000
Audi A1,Sedans,Black,49200,85,Manual,Alloy wheels,14000
Audi A1,Sedans,White,61000,85,Manual,"Alloy wheels,Catalytic Converter,Sport suspension,Voice Control",14000
Audi A1,Sedans,Black,46000,85,Manual,Alloy wheels,14000
Audi A1,Compact,Black,46892,85,Manual,"Alloy wheels,Catalytic Converter,Voice Control",13999
Audi A1,Sedans,White,15757,85,Manual,Catalytic Converter,13990
Audi A1,Sedans,White,22000,85,Semi-automatic,Alloy wheels,21000
Audi A1,Sedans,White,19594,85,Semi-automatic,Alloy wheels,20800
Audi A1,Sedans,Grey,33500,85,Semi-automatic,Alloy wheels,20000
Audi A1,Sedans,Red,64000,85,Semi-automatic,"Alloy wheels,Shift paddles,Touch screen",19900
Audi A1,Sedans,Silver,16500,85,Semi-automatic,"Alloy wheels,Shift paddles,Sport package,Sport suspension,Winter tyres",19000
Audi A1,Sedans,White,14400,85,Semi-automatic,Alloy wheels,20500
Audi A1,Sedans,White,60000,85,Semi-automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Trailer hitch,Voice Control",19000
Audi A1,Sedans,Grey,5000,85,Semi-automatic,Alloy wheels,18900
Audi A1,Sedans,Silver,30000,85,Semi-automatic,"Alloy wheels,Shift paddles",18500
Audi A1,Sedans,Blue,6718,85,Semi-automatic,Alloy wheels,18500
Audi A1,Sedans,Blue,26792,85,Semi-automatic,Alloy wheels,18500
Audi A1,Sedans,Red,9950,85,Semi-automatic,Alloy wheels,18000
Audi A1,Sedans,Grey,15000,85,Semi-automatic,Alloy wheels,18000
Audi A1,Sedans,White,12500,85,Semi-automatic,"Alloy wheels,Shift paddles,Sport package,Sport suspension,Voice Control,Winter tyres",18300
Audi A1,Sedans,Black,70000,85,Semi-automatic,Alloy wheels,18000
Audi A1,Sedans,Silver,30000,85,Semi-automatic,Alloy wheels,18000
Audi A1,Compact,Grey,53694,85,Semi-automatic,"Alloy wheels,Shift paddles,Sport seats,Sport suspension",17945
Audi A1,Sedans,Grey,29000,85,Semi-automatic,Alloy wheels,17500
Audi A1,Sedans,White,15000,85,Semi-automatic,"Alloy wheels,Shift paddles,Sport package,Touch screen,Voice Control",17000
Audi A1,Sedans,Grey,41000,85,Semi-automatic,Alloy wheels,16900
Audi A1,Sedans,Silver,19200,85,Semi-automatic,Alloy wheels,16800
Audi A1,Sedans,Grey,44000,85,Semi-automatic,Alloy wheels,16500
Audi A1,Sedans,White,43000,85,Semi-automatic,"Alloy wheels,Touch screen",16500
Audi A1,Sedans,Black,55000,85,Semi-automatic,"Alloy wheels,Sport package,Sport seats",16500
Audi A1,Sedans,Black,45000,85,Semi-automatic,Alloy wheels,15999
Audi A1,Sedans,Grey,53900,85,Semi-automatic,"Alloy wheels,Sport seats,Sport suspension,Touch screen",15950
Audi A1,Sedans,Grey,55300,85,Semi-automatic,Alloy wheels,15900
Audi A1,Sedans,Grey,55300,85,Semi-automatic,Alloy wheels,15900
Audi A1,Sedans,White,49000,85,Semi-automatic,Alloy wheels,15900
Audi A1,Sedans,Blue,65000,85,Semi-automatic,Alloy wheels,15800
Audi A1,Sedans,Black,8900,85,Semi-automatic,Alloy wheels,15500
Audi A1,Station wagon,Silver,27015,85,Manual,"Alloy wheels,Sport seats",14440
Audi A1,Sedans,Grey,92000,85,Semi-automatic,Alloy wheels,14300
Audi A1,Sedans,Blue,92470,85,Semi-automatic,Alloy wheels,12999
Audi A1,Sedans,Red,32000,85,Semi-automatic,Alloy wheels,15000
Audi A1,Compact,Black,51052,85,Manual,"Alloy wheels,Voice Control",14450
Audi A1,Sedans,Blue,59722,85,Manual,Voice Control,14440
Audi A1,Sedans,White,50000,85,Semi-automatic,Alloy wheels,15000
Audi A1,Sedans,Black,25025,85,Manual,"Alloy wheels,Catalytic Converter",14450
Audi A1,Sedans,White,34600,85,Manual,"Alloy wheels,Catalytic Converter",14430
Audi A1,Compact,White,34600,85,Manual,"Alloy wheels,Catalytic Converter",14430
Audi A1,Compact,Grey,30553,85,Manual,Alloy wheels,14391
Audi A1,Compact,White,13990,85,Manual,"Alloy wheels,Cab or rented Car,Catalytic Converter",14430
Audi A1,Compact,Red,37534,85,Manual,"Alloy wheels,Voice Control",14400
Audi A1,Compact,Blue,101087,85,Manual,Alloy wheels,14390
Audi A1,Sedans,Beige,14350,85,Manual,"Alloy wheels,Sport seats,Sport suspension,Winter tyres",14390
Audi A1,Sedans,Black,62104,85,Manual,Alloy wheels,14390
Audi A1,Compact,Red,64350,85,Manual,Alloy wheels,14390
Audi A1,Sedans,Black,18455,85,Manual,Alloy wheels,14390
Audi A1,Sedans,White,25684,85,Manual,Alloy wheels,14388
Audi A1,Compact,Black,16988,85,Manual,Alloy wheels,14380
Audi A1,Sedans,Black,21740,85,Manual,"Alloy wheels,Sport seats,Voice Control",14350
Audi A1,Sedans,Red,47300,85,Manual,Alloy wheels,13990
Audi A1,Sedans,Red,73000,85,Manual,"Alloy wheels,Voice Control",13990
Audi A1,Sedans,Black,78556,85,Manual,Alloy wheels,13990
Audi A1,Compact,Red,56200,85,Manual,"Alloy wheels,Sport seats,Sport suspension",13989
Audi A1,Sedans,White,12437,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",13980
Audi A1,Sedans,White,30000,85,Manual,"Alloy wheels,Sport package,Sport seats,Sport suspension,Winter tyres",13990
Audi A1,Compact,Red,26300,85,Manual,Alloy wheels,13990
Audi A1,Compact,Silver,27070,85,Manual,"Alloy wheels,Sport seats",13980
Audi A1,Compact,Black,49289,85,Manual,"Alloy wheels,Sport seats",13970
Audi A1,Sedans,Black,49289,85,Manual,"Alloy wheels,Sport seats",13970
Audi A1,Sedans,Black,53956,85,Manual,"Alloy wheels,Sport seats,Voice Control",13950
Audi A1,Sedans,White,89000,85,Manual,"Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Voice Control",13960
Audi A1,Compact,Red,15700,85,Manual,"Alloy wheels,Catalytic Converter",13960
Audi A1,Sedans,Grey,60000,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Trailer hitch",13955
Audi A1,Sedans,Grey,50000,85,Manual,Alloy wheels,13950
Audi A1,Sedans,Brown,29275,85,Manual,"Alloy wheels,Sport seats",13950
Audi A1,Sedans,Black,34701,85,Manual,"Alloy wheels,Sport seats,Sport suspension,Voice Control",13950
Audi A1,Sedans,Black,52284,85,Manual,"Alloy wheels,Sport seats,Voice Control",13950
Audi A1,Coupe,Black,27300,85,Manual,"Alloy wheels,Catalytic Converter",13950
Audi A1,Compact,Blue,99990,85,Manual,Alloy wheels,13950
Audi A1,Sedans,White,105099,85,Manual,"Alloy wheels,Sport seats,Sport suspension,Voice Control",13950
Audi A1,Sedans,Black,59896,85,Manual,"Alloy wheels,Sport seats,Voice Control",13950
Audi A1,Sedans,Black,75072,85,Manual,"Alloy wheels,Sport seats,Voice Control",13950
Audi A1,Sedans,Grey,86000,85,Manual,"Alloy wheels,Voice Control",13950
Audi A1,Compact,Black,85775,85,Manual,"Alloy wheels,Catalytic Converter",13980
Audi A1,Sedans,Silver,52300,85,Manual,"Alloy wheels,Catalytic Converter,Ski bag,Sport package,Sport seats,Sport suspension,Touch screen",13950
Audi A1,Compact,Black,26776,85,Manual,Voice Control,13950
Audi A1,Sedans,Silver,9619,85,Automatic,"Alloy wheels,Sport seats",18980
Audi A1,Sedans,Black,12796,85,Automatic,Alloy wheels,18990
Audi A1,Sedans,Blue,13256,85,Automatic,Alloy wheels,19120
Audi A1,Compact,Silver,13011,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19875
Audi A1,Sedans,Black,23033,85,Automatic,"Sport seats,Voice Control",19890
Audi A1,Compact,Silver,5394,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",19887
Audi A1,Sedans,Silver,14405,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,Silver,14405,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,White,25400,85,Automatic,"Alloy wheels,Sport suspension",20500
Audi A1,Compact,Grey,9392,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20900
Audi A1,Compact,Blue,15870,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",20790
Audi A1,Sedans,White,1414,85,Automatic,Alloy wheels,21350
Audi A1,Compact,White,29987,85,Automatic,Alloy wheels,21400
Audi A1,Compact,White,13009,85,Automatic,Alloy wheels,20900
Audi A1,Sedans,White,0,85,Automatic,Alloy wheels,21300
Audi A1,Sedans,White,1,85,Automatic,Alloy wheels,21300
Audi A1,Compact,Beige,8668,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension,Voice Control",21380
Audi A1,Compact,Blue,15400,85,Manual,"Alloy wheels,Voice Control",14890
Audi A1,Compact,Black,24497,85,Manual,Alloy wheels,14950
Audi A1,Sedans,Grey,32978,85,Manual,Alloy wheels,14950
Audi A1,Sedans,Black,42645,85,Manual,Alloy wheels,14950
Audi A1,Sedans,Black,42645,85,Manual,Alloy wheels,14950
Audi A1,Sedans,Black,13000,85,Automatic,"Alloy wheels,Shift paddles",21500
Audi A1,Sedans,Grey,32978,85,Manual,Alloy wheels,14950
Audi A1,Sedans,Grey,48200,85,Manual,"Alloy wheels,Sport package,Sport seats,Voice Control",14950
Audi A1,Sedans,Black,13978,85,Manual,"Cab or rented Car,Sport suspension",14931
Audi A1,Compact,Black,13978,85,Manual,"Cab or rented Car,Sport suspension",14931
Audi A1,Sedans,Blue,15800,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",14910
Audi A1,Sedans,Red,58000,85,Manual,Alloy wheels,14900
Audi A1,Sedans,Red,9000,85,Manual,Alloy wheels,14900
Audi A1,Sedans,White,19200,85,Manual,Alloy wheels,14900
Audi A1,Sedans,Red,10400,85,Manual,Alloy wheels,14900
Audi A1,Sedans,Beige,67899,85,Manual,Alloy wheels,14900
Audi A1,Compact,Black,5900,85,Manual,Alloy wheels,14899
Audi A1,Sedans,Red,22000,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",14885
Audi A1,Sedans,Black,13650,85,Manual,Alloy wheels,14880
Audi A1,Compact,Black,47800,85,Manual,"Alloy wheels,Voice Control",14900
Audi A1,Sedans,Silver,11700,85,Manual,"Alloy wheels,Sport seats,Voice Control",14880
Audi A1,Sedans,Black,25700,85,Manual,"Alloy wheels,Sport suspension,Winter tyres",14500
Audi A1,Sedans,Black,15000,85,Manual,"Alloy wheels,Sport suspension",14500
Audi A1,Sedans,Grey,12800,85,Manual,"Alloy wheels,Sport seats,Voice Control",14880
Audi A1,Sedans,Black,42973,85,Manual,"Alloy wheels,Voice Control",14879
Audi A1,Sedans,Silver,34000,85,Manual,"Alloy wheels,Voice Control",14500
Audi A1,Sedans,White,21400,85,Manual,Alloy wheels,14500
Audi A1,Sedans,Black,89000,85,Manual,Alloy wheels,14500
Audi A1,Sedans,White,64000,85,Manual,Alloy wheels,14500
Audi A1,Sedans,Blue,27000,85,Manual,"Alloy wheels,Catalytic Converter",14500
Audi A1,Sedans,Blue,20000,85,Manual,Alloy wheels,14500
Audi A1,Sedans,Silver,3937,85,Automatic,Alloy wheels,21500
Audi A1,Compact,Blue,25900,85,Automatic,"Alloy wheels,Cab or rented Car",21490
Audi A1,Compact,Grey,11400,85,Automatic,Alloy wheels,21490
Audi A1,Compact,Beige,2819,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",21460
Audi A1,Sedans,Grey,14653,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",21460
Audi A1,Sedans,Black,18900,85,Manual,Sport suspension,14790
Audi A1,Compact,White,89500,85,Manual,"Alloy wheels,Cab or rented Car",14790
Audi A1,Compact,Black,4212,85,Automatic,"Catalytic Converter,Sport seats",21480
Audi A1,Sedans,White,26400,85,Manual,Alloy wheels,14790
Audi A1,Sedans,Black,16527,85,Manual,Alloy wheels,14780
Audi A1,Sedans,Black,11619,85,Manual,Alloy wheels,14780
Audi A1,Sedans,Black,37064,85,Manual,"Alloy wheels,Cab or rented Car,Sport seats,Voice Control",14780
Audi A1,Sedans,Red,5200,85,Manual,"Alloy wheels,Sport seats",14750
Audi A1,Sedans,Black,42700,85,Manual,"Alloy wheels,Sport package",14700
Audi A1,Station wagon,White,25600,85,Manual,"Catalytic Converter,Touch screen,Voice Control",14750
Audi A1,Sedans,White,14700,85,Manual,"Alloy wheels,Cab or rented Car",14730
Audi A1,Sedans,Red,10783,85,Manual,"Alloy wheels,Cab or rented Car,Catalytic Converter",14680
Audi A1,Sedans,White,34000,85,Manual,Alloy wheels,14499
Audi A1,Sedans,Red,17973,85,Manual,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",14551
Audi A1,Compact,Red,25500,85,Manual,Alloy wheels,14500
Audi A1,Sedans,Black,30757,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Grey,46450,85,Manual,"Alloy wheels,Sport seats,Voice Control",14490
Audi A1,Sedans,Grey,26158,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Grey,26158,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Grey,26158,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Black,30757,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Black,30757,85,Manual,"Alloy wheels,Sport package",14490
Audi A1,Sedans,Black,26800,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",21460
Audi A1,Station wagon,Blue,5962,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",21450
Audi A1,Compact,Blue,11042,85,Automatic,"Alloy wheels,Catalytic Converter,Shift paddles,Sport seats,Voice Control",21445
Audi A1,Sedans,Grey,9900,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",21430
Audi A1,Sedans,White,24146,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats,Sport suspension,Voice Control",21420
Audi A1,Sedans,Red,12000,85,Automatic,Alloy wheels,21400
Audi A1,Sedans,Black,15201,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",21400
Audi A1,Sedans,White,77685,85,Manual,"Alloy wheels,Sport seats,Sport suspension",14490
Audi A1,Sedans,White,12756,85,Automatic,"Alloy wheels,Sport seats",20990
Audi A1,Compact,Grey,28000,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",20990
Audi A1,Sedans,Black,16974,85,Automatic,Alloy wheels,20990
Audi A1,Sedans,Grey,28000,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",20990
Audi A1,Sedans,Red,14300,85,Automatic,"Alloy wheels,Catalytic Converter,Voice Control",20985
Audi A1,Compact,Black,6200,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",20985
Audi A1,Compact,Grey,32115,85,Automatic,"Alloy wheels,Voice Control",20950
Audi A1,Sedans,White,6822,85,Automatic,Alloy wheels,20950
Audi A1,Compact,Black,10447,85,Automatic,"Catalytic Converter,Voice Control",20950
Audi A1,Sedans,White,10384,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats",20950
Audi A1,Compact,Grey,17500,85,Automatic,"Alloy wheels,Sport suspension,Voice Control",20950
Audi A1,Compact,Black,7439,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension,Voice Control",20950
Audi A1,Station wagon,White,10000,85,Automatic,"Alloy wheels,Sport package,Voice Control",20940
Audi A1,Compact,Grey,28383,85,Automatic,Alloy wheels,20940
Audi A1,Compact,Black,13187,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Voice Control",20939
Audi A1,Compact,Blue,6630,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",20900
Audi A1,Sedans,Blue,19700,85,Automatic,"Alloy wheels,Sport seats",21300
Audi A1,Sedans,Red,1200,85,Automatic,"Alloy wheels,Sport seats,Voice Control",21290
Audi A1,Compact,White,6500,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",21285
Audi A1,Compact,White,0,85,Automatic,Alloy wheels,21200
Audi A1,Sedans,Silver,28319,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",21200
Audi A1,Sedans,Blue,8064,85,Automatic,"Alloy wheels,Sport seats",20999
Audi A1,Sedans,White,15706,85,Automatic,"Alloy wheels,Sport seats",20995
Audi A1,Sedans,White,5990,85,Automatic,"Alloy wheels,Sport seats,Voice Control",20990
Audi A1,Sedans,Grey,15108,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20900
Audi A1,Compact,Black,20350,85,Automatic,"Alloy wheels,Shift paddles,Sport seats,Sport suspension",20900
Audi A1,Sedans,Silver,15000,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Voice Control",20900
Audi A1,Sedans,Blue,1450,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",20890
Audi A1,Sedans,Beige,9385,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",20890
Audi A1,Sedans,Red,6117,85,Automatic,"Alloy wheels,Sport seats,Voice Control,Winter tyres",20879
Audi A1,Compact,Black,9000,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20840
Audi A1,Compact,Black,30589,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20860
Audi A1,Sedans,White,6476,85,Automatic,Alloy wheels,20800
Audi A1,Sedans,White,12000,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Trailer hitch,Voice Control,Winter tyres",20500
Audi A1,Sedans,Red,11000,85,Automatic,"Alloy wheels,Sport seats",20500
Audi A1,Compact,Black,10600,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,White,28500,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Voice Control,Winter tyres",20800
Audi A1,Sedans,Silver,7000,85,Automatic,"Alloy wheels,Sport seats,Winter tyres",20500
Audi A1,Sedans,White,6476,85,Automatic,Alloy wheels,20800
Audi A1,Compact,White,8885,85,Automatic,"Alloy wheels,Sport seats,Voice Control,Winter tyres",20490
Audi A1,Compact,Blue,29619,85,Automatic,Alloy wheels,20490
Audi A1,Sedans,Black,45000,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20490
Audi A1,Compact,Black,10600,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,Black,11570,85,Automatic,Alloy wheels,20490
Audi A1,Compact,White,5110,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",20480
Audi A1,Sedans,Silver,5000,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats,Voice Control",20480
Audi A1,Sedans,Blue,4879,85,Automatic,"Alloy wheels,Sport seats,Voice Control,Winter tyres",20479
Audi A1,Compact,Grey,12123,85,Automatic,"Alloy wheels,Catalytic Converter,Voice Control",20457
Audi A1,Compact,Grey,12123,85,Automatic,"Alloy wheels,Catalytic Converter,Voice Control",20457
Audi A1,Compact,Black,15000,85,Automatic,"Alloy wheels,Voice Control",20780
Audi A1,Compact,Brown,24047,85,Automatic,Alloy wheels,20750
Audi A1,Compact,Red,2551,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Voice Control",20730
Audi A1,Sedans,Silver,2700,85,Automatic,"Sport seats,Sport suspension",20700
Audi A1,Compact,Red,3254,85,Automatic,Alloy wheels,20700
Audi A1,Compact,White,6050,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",20669
Audi A1,Compact,White,6200,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",20685
Audi A1,Sedans,Grey,8101,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",20680
Audi A1,Station wagon,Blue,24900,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",20650
Audi A1,Sedans,Red,3300,85,Automatic,"Alloy wheels,Sport seats,Voice Control",20570
Audi A1,Sedans,White,1156,85,Automatic,Alloy wheels,20550
Audi A1,Sedans,Grey,5193,85,Automatic,Alloy wheels,20550
Audi A1,Sedans,Grey,3000,85,Automatic,"Alloy wheels,Catalytic Converter,Voice Control,Winter tyres",20500
Audi A1,Sedans,White,12642,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,White,12903,85,Automatic,Alloy wheels,20500
Audi A1,Sedans,Grey,9394,85,Automatic,"Alloy wheels,Sport seats",20500
Audi A1,Sedans,White,12842,85,Automatic,Alloy wheels,20500
Audi A1,Compact,Grey,26208,85,Automatic,"Alloy wheels,Shift paddles,Voice Control",19950
Audi A1,Sedans,White,10771,85,Automatic,Alloy wheels,19950
Audi A1,Sedans,Silver,20294,85,Automatic,Alloy wheels,19900
Audi A1,Compact,Silver,7650,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",19930
Audi A1,Sedans,Black,9140,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",19900
Audi A1,Sedans,White,11380,85,Automatic,Alloy wheels,19900
Audi A1,Sedans,White,14010,85,Automatic,Alloy wheels,19900
Audi A1,Sedans,Silver,20294,85,Automatic,Alloy wheels,19900
Audi A1,Sedans,White,26144,85,Automatic,Alloy wheels,19900
Audi A1,Sedans,Silver,16000,85,Automatic,"Alloy wheels,Sport seats,Sport suspension,Winter tyres",19900
Audi A1,Sedans,Black,11100,85,Automatic,Alloy wheels,19900
Audi A1,Compact,Grey,6460,85,Automatic,"Alloy wheels,Sport seats",19900
Audi A1,Compact,Red,9083,85,Automatic,"Alloy wheels,Sport seats",19900
Audi A1,Compact,Brown,28815,85,Automatic,Alloy wheels,19900
Audi A1,Compact,Red,8400,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension,Voice Control",19890
Audi A1,Sedans,Silver,2949,85,Automatic,"Alloy wheels,Sport seats",19890
Audi A1,Compact,Red,14350,85,Automatic,"Alloy wheels,Cab or rented Car,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",19890
Audi A1,Sedans,Red,10958,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",20450
Audi A1,Compact,Red,7476,85,Automatic,"Alloy wheels,Sport seats,Voice Control",20444
Audi A1,Sedans,Grey,2830,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",20441
Audi A1,Compact,White,0,85,Automatic,Touch screen,20380
Audi A1,Sedans,White,10,85,Automatic,Alloy wheels,20350
Audi A1,Sedans,Grey,48300,85,Automatic,"Alloy wheels,Sport package,Sport seats,Sport suspension",20290
Audi A1,Sedans,Grey,7595,85,Automatic,"Alloy wheels,Sport seats",20090
Audi A1,Sedans,White,26000,85,Automatic,"Alloy wheels,Catalytic Converter,Shift paddles,Sport package,Sport suspension,Voice Control,Winter tyres",20000
Audi A1,Sedans,Grey,11000,85,Automatic,"Alloy wheels,Sport package",20000
Audi A1,Sedans,Silver,21500,85,Automatic,"Sport seats,Sport suspension",19999
Audi A1,Sedans,Red,35000,85,Automatic,"Alloy wheels,Winter tyres",19999
Audi A1,Sedans,Red,7890,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19999
Audi A1,Sedans,Black,17000,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19990
Audi A1,Sedans,Black,18800,85,Automatic,"Alloy wheels,Sport seats,Sport suspension",19990
Audi A1,Compact,Red,7500,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",19990
Audi A1,Sedans,Grey,12000,85,Automatic,Alloy wheels,19990
Audi A1,Sedans,White,6722,85,Automatic,Alloy wheels,19990
Audi A1,Sedans,Grey,6118,85,Automatic,"Alloy wheels,Sport seats",19990
Audi A1,Sedans,Red,10057,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19990
Audi A1,Sedans,White,13300,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Winter tyres",19990
Audi A1,Sedans,White,16030,85,Automatic,"Alloy wheels,Sport seats",19990
Audi A1,Sedans,Red,18000,85,Automatic,"Alloy wheels,Sport seats",19990
Audi A1,Compact,Red,7500,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control",19990
Audi A1,Sedans,White,15000,85,Automatic,"Alloy wheels,Sport seats",19990
Audi A1,Compact,Black,16500,85,Automatic,"Alloy wheels,Catalytic Converter",19988
Audi A1,Sedans,Silver,10,85,Automatic,"Alloy wheels,Sport seats",19980
Audi A1,Compact,Grey,6200,85,Automatic,"Alloy wheels,Catalytic Converter,Sport suspension",19980
Audi A1,Sedans,Red,15700,85,Automatic,"Alloy wheels,Sport seats",19980
Audi A1,Compact,Black,18900,85,Automatic,Alloy wheels,19700
Audi A1,Sedans,Black,10775,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats",19977
Audi A1,Compact,White,0,85,Automatic,Alloy wheels,19990
Audi A1,Sedans,White,15000,85,Automatic,"Alloy wheels,Shift paddles",19700
Audi A1,Sedans,Red,15781,85,Automatic,"Alloy wheels,Catalytic Converter",19690
Audi A1,Sedans,Silver,4500,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",19959
Audi A1,Compact,Black,17740,85,Automatic,"Alloy wheels,Voice Control",19640
Audi A1,Station wagon,Grey,7860,85,Automatic,"Alloy wheels,Cab or rented Car,Sport seats,Sport suspension,Voice Control",19640
Audi A1,Sedans,White,10870,85,Automatic,"Alloy wheels,Sport seats",19560
Audi A1,Sedans,White,12984,85,Automatic,Alloy wheels,19550
Audi A1,Sedans,White,13731,85,Automatic,Alloy wheels,19500
Audi A1,Sedans,Black,21000,85,Automatic,"Sport seats,Sport suspension",19500
Audi A1,Sedans,Black,7693,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",19450
Audi A1,Compact,Silver,5601,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats",19880
Audi A1,Sedans,Silver,11837,85,Automatic,Alloy wheels,19400
Audi A1,Sedans,White,23150,85,Automatic,"Alloy wheels,Voice Control",19850
Audi A1,Sedans,White,33306,85,Automatic,"Alloy wheels,Shift paddles,Sport package,Sport seats",19840
Audi A1,Sedans,Grey,5995,85,Automatic,"Alloy wheels,Sport package,Sport seats,Voice Control",19840
Audi A1,Sedans,Grey,5995,85,Automatic,"Alloy wheels,Sport package,Sport seats,Voice Control",19840
Audi A1,Sedans,White,11218,85,Automatic,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension",19800
Audi A1,Sedans,Red,7422,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19800
Audi A1,Compact,Black,24400,85,Automatic,Alloy wheels,19700
Audi A1,Sedans,Red,8300,85,Automatic,"Alloy wheels,Sport seats,Voice Control",19770
Audi A1,Compact,Black,18900,85,Automatic,Alloy wheels,19700
Audi A1,Sedans,Grey,8820,85,Automatic,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension",19390
Audi A1,Compact,White,10,85,Automatic,Alloy wheels,19388
Audi A1,Compact,White,10,85,Automatic,Alloy wheels,19388
Audi A1,Compact,Black,24400,85,Automatic,Alloy wheels,19700
