DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd
2013-02-22,LGA,MIA,9.47368421053,11.4142063017,6.39764210951
2012-05-22,DEN,DFW,10.7894736842,11.8474998066,9.78422169373
2012-11-12,DTW,LGA,6.8125,11.1832377632,5.08879488026
2012-09-19,LGA,BOS,5.36363636364,13.3490031411,4.05642027588
2011-09-16,BOS,ORD,10.6666666667,12.4643061279,7.26177205187
2012-08-10,LAS,JFK,16.71875,10.854313559,11.5010080203
2012-11-07,ORD,SFO,9.36842105263,12.1497812213,6.31761669475
2012-09-11,BOS,SFO,12.4545454545,11.2693637331,9.43512824617
2012-11-07,LAX,ORD,14.8333333333,12.4572905368,9.45801369149
2013-01-15,PHL,ATL,7.77777777778,11.1971038178,5.65223074709
2011-11-19,ORD,LAS,12.5416666667,10.1499770804,8.79712980202
2013-01-18,BOS,PHL,8.4,10.6743474486,6.98774437344
2012-04-26,SFO,ORD,12.0,12.4122348944,8.97085227145
2011-09-13,BOS,ATL,9.94736842105,11.0634934492,7.10612946852
2012-11-19,PHL,ORD,9.0,10.6985682534,6.10689099682
2012-03-16,JFK,SFO,12.0869565217,12.4408174578,8.63351315555
2012-07-10,CLT,ATL,8.52631578947,11.3977384176,6.29257429261
2012-07-27,JFK,MIA,14.9310344828,10.4409212216,9.55035913492
2012-05-01,CLT,LGA,8.11764705882,11.1362585598,5.24264190248
2013-01-15,LAX,SEA,10.9047619048,10.6804322036,9.16463180878
2012-12-19,DEN,MSP,9.21052631579,11.0335734103,5.98682764602
2011-12-26,EWR,ATL,15.5,9.72572875347,12.5628852958
2012-09-04,BOS,SFO,15.4827586207,11.567578361,10.897642896
2012-11-20,LAX,JFK,18.8684210526,12.8527152127,13.1358207444
2012-09-13,PHX,ORD,9.70588235294,10.7460861298,8.96357006082
2012-04-24,MCO,ATL,11.0476190476,11.6846348615,8.29141839781
2012-11-27,MSP,ATL,9.81818181818,10.7343196822,6.77977639494
2011-11-22,BOS,SFO,13.6071428571,10.4409212216,9.91945072297
2011-12-23,ATL,MCO,15.3225806452,11.2913825928,10.7715275821
2012-06-08,MSP,ATL,16.3461538462,10.7519416314,12.8434958098
2012-10-08,DEN,ORD,10.3157894737,11.4018690411,8.17892027361
2012-02-14,LAX,IAH,13.4814814815,10.2444264143,10.7502070476
2012-06-03,SFO,LAS,13.84,11.3769469452,11.2534439173
2012-04-08,SFO,LAX,11.25,12.4759404498,7.95230346722
2012-07-11,MSP,ORD,12.875,12.4026091917,9.13813081448
2012-09-08,CLT,LGA,14.2083333333,10.2290133038,12.0649660504
2012-11-28,ORD,IAH,7.46666666667,10.786693738,5.50151494287
2013-02-15,SFO,BOS,10.7142857143,11.7336239082,7.51094439563
2012-12-23,LAX,LAS,14.5769230769,10.4953769371,12.5926107759
2012-03-24,JFK,MCO,15.7,10.4886562965,10.8791163434
2011-09-07,SFO,BOS,11.0,11.1314948899,6.78232998313
2011-12-28,SEA,SFO,10.4285714286,10.4200832868,6.95393002964
2012-01-11,LAS,ORD,10.55,10.7809465046,7.43728161997
2011-12-14,BOS,ATL,10.3888888889,11.317466595,9.05628731155
2012-03-31,MSP,ORD,8.94117647059,9.41785902135,7.00420042042
2012-04-07,ORD,EWR,8.78571428571,8.74925006011,10.6350550353
2011-10-21,LAS,LAX,16.1764705882,11.9700949943,10.6386106072
2012-04-27,MIA,JFK,13.8076923077,10.6436222767,10.4384643728
2012-05-03,MSP,DEN,9.75,10.9774413119,6.38151112281
2013-02-10,DTW,LGA,8.4,10.4200832868,10.2176318196
2012-09-22,LAX,JFK,20.6590909091,12.8124830507,13.0383034669
2011-09-20,DTW,LGA,9.41176470588,10.9566033772,6.88348406994
2012-08-13,DTW,ATL,10.4761904762,10.987773614,6.83095196601
2012-08-01,EWR,SFO,11.4782608696,10.710561708,7.57909544385
2012-12-01,ATL,EWR,8.46666666667,9.07783373827,7.7447370763
2012-05-02,DEN,LAX,9.89473684211,11.2425932865,10.407768129
2012-11-29,DEN,LAX,10.8571428571,11.0831767533,7.6110821457
2013-01-22,LAX,JFK,17.0909090909,13.0159367308,12.8874057619
2012-05-21,JFK,MCO,11.0454545455,11.0436001858,7.79179832979
2012-11-28,ATL,BOS,8.42105263158,11.0234924357,6.18524938394
2011-12-25,DFW,ATL,9.84210526316,9.17564514329,7.60309263023
2012-03-21,EWR,ORD,10.8333333333,11.6343241795,10.5174924321
2012-01-02,DTW,LGA,12.625,10.2673098395,8.9870075302
2012-03-20,ATL,SFO,12.2857142857,10.5153947582,10.2963238932
2013-02-20,ORD,PHX,8.0,10.8320449272,5.04975246918
2012-11-16,DFW,ATL,12.0,12.1907713495,11.1568898209
2012-08-24,LAX,SEA,15.5161290323,11.3559210657,10.0262022313
2012-10-21,DFW,ATL,9.0,11.3559210657,8.68399474354
2012-06-12,PHL,MCO,12.347826087,10.0589846071,9.28639618745
2013-02-24,DFW,LAX,8.88888888889,11.0184314401,6.98644813309
2012-02-18,JFK,LAS,12.0384615385,10.4340010809,8.45922345954
2012-08-19,JFK,MCO,17.7837837838,10.8817805615,12.1063232677
2012-04-03,DEN,SEA,8.41176470588,10.5806103453,5.87429595281
2012-11-16,ATL,DFW,11.8333333333,12.1331295415,7.60815733085
2012-06-06,SEA,SFO,10.7619047619,11.7197578535,7.96809112589
2011-09-21,DEN,MSP,10.0,11.0831767533,7.21880260924
2011-10-01,JFK,SFO,15.5,11.9425106265,9.38083151965
2012-10-11,ATL,EWR,9.4,11.5562180675,7.76903435035
2012-12-22,ORD,SFO,19.5,10.4615288981,13.1937772293
2012-01-20,EWR,MCO,14.3461538462,10.786693738,10.8478285668
2013-01-28,LGA,CLT,6.85714285714,11.1074922966,5.82906699035
2011-12-24,DFW,LAS,15.0384615385,9.51112724323,11.1228800919
2013-02-05,ATL,MIA,12.9583333333,11.0436001858,10.11876933
2011-11-28,DTW,ATL,8.9375,11.0831767533,7.34364804894
2012-03-12,ORD,MSP,9.16666666667,12.3586679397,6.67964423146
2012-03-20,BOS,LGA,4.66666666667,12.9505542861,3.62650177878
2012-12-20,SFO,EWR,14.8695652174,10.4615288981,13.4106617958
2012-03-26,MSP,ORD,6.0,11.2425932865,4.69041575982
2012-01-02,ATL,PHL,12.9583333333,10.3776956496,11.0590477091
2012-08-29,MIA,JFK,18.7058823529,10.3990098902,12.5276165519
2012-07-15,LAX,EWR,15.3571428571,10.5933842018,11.5829193714
2012-04-05,EWR,MCO,13.3181818182,10.967051448,10.9995080567
2011-12-17,ATL,EWR,8.11764705882,9.91816485237,5.26643087087
2012-12-08,SFO,LAX,14.2222222222,11.5217159904,11.4028786289
2011-09-27,LAX,SFO,13.0,12.4313385263,8.6938675705
2012-04-14,EWR,ATL,8.9375,9.2160433096,8.18509824824
2013-03-05,LGA,DFW,5.91666666667,10.2134717492,4.31610795495
2013-01-21,LAX,SFO,13.4444444444,12.0240691207,10.5514611942
2011-09-05,SFO,JFK,12.5357142857,12.2571475992,8.16715256086
2013-02-05,SFO,LAS,10.9130434783,10.786693738,8.23469955007
2011-12-31,JFK,SFO,12.68,10.4819113497,8.79734808527
2011-12-06,ATL,DFW,6.4,11.9548207422,5.06810756454
2012-05-31,ATL,DFW,11.625,11.9145121327,9.05928541188
2012-04-21,SFO,LAS,13.6538461538,10.4130852458,9.5412464917
2012-05-26,ATL,BOS,14.2173913043,10.0589846071,12.3765045798
2011-10-01,ORD,DTW,9.16666666667,9.42977583989,6.49207661874
2012-10-23,JFK,MCO,17.1333333333,10.2748756744,11.9906093525
2012-01-31,MSP,DEN,7.23076923077,9.8718851636,6.94206796944
2012-06-25,LAS,DFW,9.4,10.4478157793,7.37991584605
2012-01-16,DFW,ATL,12.0952380952,11.4627550497,9.98451181533
2012-12-09,PHL,ATL,9.35,10.9034665704,7.44294084492
2012-06-17,LGA,BOS,5.45454545455,9.77573109858,4.27466107109
2013-01-13,ATL,LAX,13.4642857143,11.4707250437,9.86006589587
2011-10-22,JFK,MCO,15.90625,10.6621180556,9.98501902045
2011-12-23,PHX,DEN,11.2727272727,10.6249412281,8.08986325261
2012-08-23,SFO,DFW,11.5454545455,11.422386033,8.38210834216
2012-11-27,MIA,ATL,14.9230769231,10.4886562965,11.5201495717
2012-02-29,ORD,LGA,12.5217391304,13.3934948613,10.8706007412
2011-11-22,DFW,LAS,14.7407407407,9.72572875347,10.8152050821
2012-02-14,MCO,ATL,12.9583333333,11.2560265433,9.75116120919
2012-09-14,ORD,BOS,13.6,12.3953571706,9.89528507253
2011-12-18,DEN,ORD,13.6818181818,10.3122511889,9.41319420326
2012-09-01,LGA,MIA,12.7037037037,10.528621592,9.08004919851
2012-07-11,ORD,MSP,10.3157894737,12.4502484551,8.41990123708
2011-10-14,LAX,DFW,11.6086956522,11.8311832043,7.80873130444
2012-09-22,MSP,ATL,12.3913043478,9.29430552352,8.585077595
2012-12-09,MCO,PHL,18.4166666667,10.8038299298,12.1311287898
2012-02-06,JFK,SFO,13.9285714286,12.7414277612,10.6802988286
2012-12-08,LAX,IAH,17.75,9.95437911171,14.3362400154
2013-01-02,DEN,LAS,10.0952380952,9.84355587324,6.36321272554
2012-11-06,DFW,ATL,10.7222222222,11.6415950493,8.86371025458
2011-10-24,ORD,DEN,10.619047619,11.540962557,7.31762386623
2012-04-07,ATL,SFO,10.4705882353,8.881338931,9.46122116232
2013-02-01,DFW,PHL,7.53333333333,10.6311890589,5.37011128731
2012-11-15,LGA,CLT,7.86666666667,11.7473876294,6.09293111103
2012-12-08,IAH,ORD,10.8421052632,9.41785902135,9.32298925533
2012-06-03,LAX,SFO,14.9677419355,12.1359151667,10.6002637419
2013-02-07,LAX,BOS,11.5,11.4667443042,9.72355999866
2011-11-26,SEA,LAX,13.7916666667,10.4409212216,10.7298007059
2011-12-12,DEN,DFW,8.83333333333,11.6952413873,5.86364672718
2011-11-27,LAX,ORD,15.6451612903,12.1799284366,10.0118209702
2012-05-18,ATL,ORD,10.3157894737,11.7746140363,8.6026651657
2012-10-04,EWR,LAX,15.1923076923,10.757778806,11.3772377342
2012-09-02,DEN,SEA,11.85,9.58907787486,9.69685244646
2012-05-05,ORD,LAX,13.25,11.2245304261,10.300907516
2012-06-21,CLT,ATL,6.13333333333,10.8208100996,4.48595692398
2012-06-17,LGA,ORD,11.347826087,12.6422694847,7.41379975974
2013-02-07,MSP,ORD,11.2105263158,12.4074282532,10.1246615711
2013-03-04,DEN,LAX,11.3,9.78557268213,9.60865837615
2012-10-24,DFW,LGA,12.2857142857,11.6775301834,10.4362007318
2012-07-11,MIA,JFK,11.88,9.56713673055,8.98758402835
2012-09-06,DEN,LAX,15.4827586207,11.0929410466,10.1826908093
2012-08-15,LAS,ORD,13.875,10.5741904569,9.32184204599
2012-08-23,DEN,LAS,14.6785714286,10.3048357686,9.75269600496
2011-11-13,DFW,ATL,11.0869565217,11.7405184659,8.62297693522
2012-01-08,EWR,ATL,10.0952380952,10.6804322036,8.12960492216
2012-03-18,ORD,IAH,11.0434782609,11.540962557,6.85882484547
2013-01-31,EWR,LAX,10.5714285714,9.98990353351,7.2081303302
2012-05-18,DFW,ORD,12.4545454545,12.6273581199,10.4959278849
2011-12-06,BOS,EWR,8.88235294118,11.7267037675,6.20365167604
2012-10-04,DFW,LAX,13.7692307692,12.0092323221,9.33941193998
2013-02-26,BOS,LAX,7.92857142857,10.3561349961,6.78759372469
2013-01-10,DEN,SEA,8.95,10.3488923627,6.7236816356
2012-05-31,BOS,PHL,9.85714285714,11.3474438886,10.5163399809
2012-03-19,SFO,ORD,14.5357142857,12.3287878492,10.9560811555
2012-05-16,ORD,SFO,13.8,12.3660637554,10.7625895273
2012-08-17,ORD,LAS,13.4074074074,10.6436222767,8.58110293816
2012-07-01,LAS,SFO,12.52,10.987773614,8.5980617971
2012-01-22,MSP,ORD,9.10526315789,10.8095071816,7.72366304031
2011-10-27,DFW,LAS,12.875,10.987773614,7.79806274716
2012-09-03,DFW,LGA,13.8928571429,11.1171304357,8.84575347256
2013-01-01,SFO,SEA,10.3913043478,10.3196372412,7.12064304064
2011-10-17,LAX,IAH,11.1363636364,10.9980489885,7.46608493405
2011-12-16,PHL,ORD,8.58823529412,11.442679767,6.43291170009
2012-12-19,CLT,LGA,12.6086956522,11.4305300449,11.7656631789
2012-02-02,LAX,ATL,14.2222222222,11.4018690411,11.1677190472
2012-08-12,MIA,LGA,13.3846153846,11.1074922966,9.42370170613
2011-10-05,DEN,LAX,13.3461538462,11.0684337852,8.92610691261
2012-09-21,LAX,DEN,14.3703703704,11.3727606904,9.81030913082
2011-09-15,JFK,LAX,14.0322580645,13.6402216181,9.03874574989
2012-09-17,BOS,LGA,6.92857142857,12.2493060638,7.43654474889
2012-03-08,ATL,DEN,10.0,10.7402121855,7.70026737504
2012-06-18,DEN,PHX,7.93333333333,11.4386386479,5.94578682366
2012-04-30,ATL,DEN,9.80952380952,11.0184314401,7.48744981699
2012-12-10,ATL,MSP,10.7,11.3601452482,9.69047280363
2012-06-23,LAX,DEN,12.6,10.3848274968,8.4656167328
2012-09-02,DEN,SFO,10.9545454545,9.47669594364,7.2406081876
2012-07-12,DFW,BOS,12.8695652174,11.0733610688,10.712373253
2012-08-22,BOS,ATL,11.0869565217,11.4746973046,8.01086219102
2012-07-17,SEA,DEN,14.0714285714,10.88722575,8.95639052392
2011-11-01,DEN,SEA,10.0,10.992918378,8.58939915115
2011-12-07,DFW,LGA,11.7142857143,12.2414314184,10.075429803
2011-09-09,SFO,DFW,9.05263157895,10.9722536152,5.72007851743
2012-12-10,MIA,JFK,16.3,11.0585399914,12.6495195493
2012-11-08,LAX,DFW,14.4,11.9791998574,11.7046999107
2012-08-15,LAX,SEA,13.7692307692,11.6196968437,10.0212082797
2013-03-02,DFW,PHL,4.0,7.78513105166,2.16024689947
2012-06-30,SFO,ORD,12.9615384615,11.053573342,8.66478283274
2012-09-29,ATL,BOS,14.8571428571,9.82442774909,10.6204355275
2012-10-03,BOS,ORD,6.5625,12.4851959316,4.66145542365
2011-10-14,PHX,ORD,13.04,11.013356673,8.937188223
2012-07-08,ORD,PHX,11.6956521739,10.2134717492,8.23757898353
2011-09-16,DFW,BOS,10.4782608696,11.3346554333,7.59706621136
2012-12-17,PHL,DFW,7.13333333333,10.3776956496,4.71875689845
2011-09-10,JFK,MIA,13.6785714286,10.7635977679,8.48987881704
2011-11-10,LAS,ORD,11.619047619,10.8208100996,9.06353237141
2013-01-30,JFK,MCO,12.48,9.63220062275,10.0917458021
2012-09-26,ORD,SEA,13.9130434783,10.9195671805,11.3374401611
2011-12-03,SEA,SFO,11.8095238095,10.289915883,9.67790807778
2012-02-16,DFW,LAS,11.15,10.5741904569,8.94000470976
2012-03-16,SFO,LAX,14.2592592593,12.6696496318,11.2338519751
2012-04-12,LAX,IAH,11.3333333333,10.5417552784,8.46364775575
2012-10-22,DEN,ORD,10.1176470588,11.1598960848,8.95043541498
2012-11-29,ATL,CLT,7.52941176471,10.91421574,5.83221277753
2012-11-04,SFO,LAX,16.46875,12.3758794399,12.1229837033
2012-03-16,ATL,DEN,11.3181818182,11.0335734103,10.2649953663
2012-04-07,DEN,ORD,11.4705882353,9.18920866311,11.9484185515
2012-05-26,DFW,BOS,9.16666666667,9.06343230951,6.29892614564
2012-08-01,LGA,MIA,14.8888888889,10.992918378,10.4893107984
2012-02-08,EWR,SFO,8.58823529412,10.6123824213,5.75607096388
2012-12-09,LGA,ATL,14.8148148148,11.8829016174,12.3414156931
2011-09-21,LAX,LAS,14.0322580645,11.8604510792,9.03874574989
2011-10-03,SEA,ORD,10.2857142857,11.2245304261,6.61923603706
2012-08-27,ATL,CLT,11.6,11.1074922966,12.2061244334
2012-12-13,LAS,SFO,10.6315789474,9.75589074385,9.40573422213
2012-04-02,LAX,IAH,13.8260869565,10.522019901,11.5154132832
2013-01-26,SFO,ATL,7.70588235294,9.49972062814,5.83914276545
2012-03-20,DFW,LAX,12.3043478261,11.8442478864,11.022434901
2013-01-27,LAX,BOS,11.5769230769,10.8038299298,7.65335522198
2012-04-12,EWR,BOS,8.0,11.3935986251,7.96868872525
2011-09-04,PHX,DEN,8.875,9.01954850233,7.18215380881
2012-12-05,JFK,LAX,17.25,13.3735331565,11.6677210408
2011-11-28,ATL,BOS,11.7692307692,11.7197578535,7.99653771232
2012-11-10,PHL,ORD,9.05555555556,9.9272845564,6.38446849068
2013-02-15,SEA,ORD,12.2608695652,10.4478157793,9.28448065471
2012-08-03,BOS,ATL,11.0909090909,11.1457495511,7.60894893504
2012-07-25,MCO,EWR,15.8,10.4200832868,10.8322634308
2013-01-31,PHL,MCO,11.6666666667,10.2520854631,7.32278556328
2011-09-08,BOS,LGA,7.0,13.3211999276,6.17599037749
2011-11-28,JFK,LAX,15.9705882353,13.1563775795,10.6557291294
2012-08-31,CLT,ATL,9.94444444444,10.4819113497,9.59455864308
2013-01-17,PHL,BOS,7.08333333333,11.3217786796,6.9603857434
2012-10-08,MIA,ATL,10.8095238095,10.9302242139,7.42037093156
2013-02-17,ATL,MSP,10.2631578947,10.1660545572,7.31696738382
2011-09-09,EWR,BOS,11.5454545455,10.9355299806,7.93261665066
2012-04-14,JFK,LAX,16.1764705882,12.4146335774,10.8249727783
2012-10-27,MIA,LGA,12.1363636364,10.1977995918,8.88173864653
2012-04-14,LGA,DFW,8.4,9.91816485237,5.32916503779
2013-03-01,ORD,PHX,7.66666666667,10.6804322036,5.30049413689
2012-06-14,SEA,SFO,12.125,11.7947761327,8.15775171499
2012-11-21,MSP,DEN,12.5,10.3269941571,10.008329864
2012-11-18,ORD,LAX,11.7083333333,11.4467121486,7.43949020382
2012-07-21,ORD,SFO,12.8888888889,10.9355299806,9.10339468944
2012-07-04,DFW,DEN,10.35,9.81478961003,7.16185068702
2011-12-08,IAH,ORD,10.9090909091,11.9176439147,8.64048659845
2011-09-30,SFO,LAX,13.7,12.87344785,9.03689754514
2012-06-29,LAS,SFO,12.56,11.317466595,8.416650165
2012-09-27,EWR,ATL,10.3,11.7267037675,8.47969711475
2012-07-16,JFK,MIA,18.0,10.1819946179,12.6268562992
2012-05-28,LGA,MIA,13.2307692308,11.1171304357,8.945647846
2012-06-22,LAX,BOS,15.7575757576,11.3769469452,10.8369457846
2012-03-06,PHL,MCO,9.94736842105,10.2673098395,7.44217474347
2012-06-13,DEN,MSP,8.94444444444,11.0782753687,6.25414894969
2011-09-04,CLT,LGA,11.2272727273,9.53373328676,7.60283041393
2012-10-28,ATL,MSP,13.3846153846,10.7809465046,10.6134892399
2012-04-24,DTW,ORD,7.5625,11.4587572438,4.87125924856
2013-03-01,DEN,ORD,11.6842105263,10.5741904569,9.66696914227
2012-02-17,DEN,SEA,7.5625,10.8038299298,4.87125924856
2012-05-25,ORD,DEN,11.7727272727,10.9408206955,9.20627021412
2012-05-21,EWR,ORD,11.8181818182,12.1359151667,9.15286249077
2013-02-22,ATL,LAX,11.7272727273,11.3559210657,10.955241486
2012-07-25,SFO,SEA,12.8846153846,11.5100719832,8.36338172309
2012-01-06,PHL,BOS,7.28571428571,10.2444264143,5.22462470391
2012-05-16,ATL,DFW,9.2,12.1331295415,6.93275976035
2011-11-09,ORD,DEN,10.8571428571,11.5447881497,8.08260919682
2013-03-04,DFW,ATL,12.92,10.6123824213,8.68868996646
2012-07-02,ATL,DTW,9.95,10.1008959385,7.50070172156
2012-05-31,PHX,DEN,10.5789473684,10.6804322036,8.38858874023
2012-11-07,DFW,LGA,8.76470588235,10.4270551669,7.79847270115
2012-09-02,BOS,LAX,10.0952380952,9.82442774909,6.37890869902
2011-12-10,SFO,SEA,10.1904761905,10.4478157793,6.51627997878
2011-10-18,MCO,ATL,12.4782608696,11.5900934323,9.25826198699
2011-11-02,BOS,PHL,7.0,11.7880796237,4.472135955
2013-03-05,DFW,LGA,5.66666666667,10.7809465046,3.86906926401
2012-08-12,BOS,ATL,12.4444444444,10.8038299298,8.5274819682
2012-05-04,LAS,DFW,12.0454545455,11.4386386479,9.32726302287
2012-04-10,SEA,LAX,10.2380952381,11.1123175924,6.62498876908
2012-08-27,MIA,LGA,13.8965517241,10.9774413119,9.81378341047
2013-01-04,MIA,LGA,18.6,10.7693986302,12.61698202
2012-05-23,ORD,PHL,11.0,12.0211111887,8.0622577483
2012-02-13,ORD,MSP,9.83333333333,12.1772078297,7.22943330299
2011-09-20,MCO,EWR,13.0,10.4478157793,8.75595035771
2012-03-02,ATL,ORD,12.1363636364,12.000273254,11.6099114247
2012-08-17,JFK,LAX,15.03125,13.1173190681,10.1615479358
2011-11-22,JFK,MIA,11.5,10.9195671805,9.49515111711
2012-05-09,LGA,DFW,9.88888888889,12.2202683458,7.7678741803
2012-06-20,MCO,PHL,14.9655172414,10.4409212216,9.82519632163
2013-03-04,DFW,PHL,10.4,9.58907787486,7.02177065689
2012-11-28,IAH,ORD,9.75,10.710561708,9.78093383408
2011-10-29,SFO,LAS,12.8461538462,10.1337597977,8.28826788994
2012-08-22,JFK,LAS,15.09375,10.5482875994,10.2685218178
2012-08-27,SFO,DEN,12.52,11.0585399914,8.21137422522
2012-09-10,EWR,SFO,12.0434782609,11.6160220134,8.39631012501
2012-03-30,LAX,IAH,12.0869565217,11.1074922966,10.6979736547
2011-11-05,LAX,SEA,12.5652173913,10.4130852458,9.11953989547
2011-10-20,ATL,MSP,7.35294117647,11.219987243,5.47655430529
2012-09-04,DFW,LGA,12.1304347826,12.053393243,8.31375830026
2013-01-23,PHL,ATL,6.64285714286,11.548605911,6.18443633222
2012-12-18,SFO,LAX,14.8620689655,12.6058472038,11.1314359808
2012-02-03,SFO,ATL,8.05555555556,11.0184314401,6.1210554859
2011-11-08,DTW,ATL,8.41176470588,10.1819946179,5.75607096388
2013-02-11,PHX,DEN,9.15789473684,10.992918378,5.89974724407
2012-09-17,LAS,DFW,13.1666666667,10.6311890589,9.13505749091
2012-05-20,MCO,EWR,12.652173913,10.6804322036,9.92979307508
2011-10-02,SEA,DEN,8.75,10.1337597977,6.18040196274
2012-12-29,SFO,DEN,9.31578947368,9.10630720364,6.15587011251
2012-11-17,SFO,LAX,13.9642857143,11.9640002968,10.297364434
2012-06-21,LGA,DTW,10.0,11.3894496228,6.79869268479
2013-01-14,ORD,DTW,10.3,11.6160220134,9.09655805352
2012-07-19,DEN,ATL,12.75,11.0234924357,8.69907541314
2012-11-04,MIA,JFK,14.724137931,10.3343221655,10.340269932
2012-01-16,BOS,ORD,10.9130434783,11.7197578535,8.26225284861
2012-07-06,MIA,JFK,14.4482758621,9.56713673055,9.3678256621
2012-04-16,ORD,DFW,9.95238095238,12.6294956282,7.81329757834
2012-01-30,ATL,PHL,9.61904761905,11.5100719832,7.13776008616
2012-04-28,BOS,ATL,11.8333333333,9.28148777027,11.556765271
2011-09-12,IAH,ORD,8.29411764706,11.1457495511,5.59871308742
2011-11-20,LAX,EWR,14.3333333333,10.992918378,9.80972829546
2012-07-05,CLT,LGA,12.0416666667,10.0247639084,9.24769849942
2011-10-27,ATL,MCO,13.6896551724,11.9822249607,9.55847958724
2011-10-03,ATL,CLT,8.44444444444,10.8208100996,6.86184868095
2012-12-26,ORD,IAH,11.2727272727,9.30703578288,8.01891702807
2012-04-12,DFW,ORD,8.41176470588,12.6337633091,5.78855361392
2011-10-25,ORD,IAH,14.3333333333,10.7924233148,10.5487137756
2011-10-02,DFW,DEN,9.11111111111,10.6925424784,6.4797321013
2012-12-21,DEN,ORD,12.4545454545,10.6498079399,9.89818296325
2012-03-24,BOS,LGA,4.0,7.63585334245,3.46410161514
2012-10-16,DEN,ORD,9.0,11.0234924357,7.06222344591
2012-09-21,DFW,ATL,10.7368421053,12.1414739659,9.00519668033
2012-10-01,ATL,PHL,11.1,12.0092323221,10.3968618747
2011-10-30,ORD,LGA,10.4090909091,13.007234075,8.27882606648
2013-02-20,ATL,ORD,7.875,12.0151812131,5.34009987422
2012-07-03,SFO,DFW,9.42105263158,10.1580331437,6.24780663268
2012-03-07,LAX,IAH,8.78947368421,10.4340010809,6.92482608982
2011-12-24,ORD,EWR,12.3333333333,8.95938277645,10.5845799791
2012-10-29,DTW,ORD,8.63157894737,11.6810859056,6.8411380333
2012-05-20,LAX,EWR,11.3333333333,11.0436001858,8.99073597284
2012-05-24,DFW,DEN,9.63157894737,11.8147225877,6.82487709548
2012-06-04,JFK,SFO,14.2222222222,12.7414277612,10.1311907316
2013-02-24,LAX,DFW,15.3214285714,11.5061744358,12.6316872907
2012-12-01,LAS,JFK,12.1739130435,9.52246451678,8.54215309197
2012-07-20,DTW,ATL,9.45,10.9826146183,7.20726972175
2012-04-08,LAS,DFW,7.5,10.289915883,4.7609522857
2012-12-11,SFO,LAX,14.2592592593,12.5598501678,11.4374304289
2012-04-05,PHX,ORD,10.8,10.9566033772,8.0889788569
2012-09-13,SEA,SFO,14.24,11.8924411561,10.8753544004
2012-08-15,SFO,EWR,14.8571428571,10.8653489507,10.1094539022
2012-10-26,JFK,MCO,13.92,10.2212587157,10.946536743
2013-01-03,EWR,ORD,12.7,10.1499770804,12.3164417281
2012-04-16,DEN,LAX,11.9,11.3088123996,9.24462859691
2012-12-06,ORD,DEN,7.5625,11.1785927402,4.87125924856
2012-10-17,LGA,DTW,9.55555555556,10.987773614,7.02283855986
2012-03-15,ORD,DTW,9.13333333333,11.567578361,11.3380942381
2011-09-05,ATL,LAX,11.2083333333,11.5863597459,7.97811771779
2012-05-31,LGA,ATL,8.42105263158,12.550958729,6.21213677207
2012-11-11,PHL,DFW,10.55,10.6743474486,8.3191282438
2013-01-04,BOS,LGA,3.75,10.6498079399,2.91547594742
2011-12-08,LGA,DTW,8.64285714286,11.3303730531,8.36298753075
2012-01-26,DFW,BOS,9.0,11.1267190211,6.20246630263
2012-12-05,ORD,LAS,8.52941176471,9.93635988211,6.10448244181
2011-09-02,MCO,ATL,11.0476190476,11.2604828794,7.92764902399
2012-07-12,DTW,LGA,9.21052631579,11.2062909091,6.00535823123
2011-12-11,JFK,LAS,9.94736842105,9.76583730479,7.283723744
2013-02-07,ATL,MCO,10.0,11.8987738473,6.93579578404
2012-08-15,SFO,LAS,14.4,10.8208100996,10.5457950437
2012-07-21,BOS,SFO,13.5416666667,10.3990098902,10.83062954
2013-01-25,MCO,PHL,12.7083333333,10.5087459962,9.87961963124
2012-03-27,LAX,SFO,13.3703703704,12.7028056296,10.1038764387
2011-10-07,SFO,DFW,10.7142857143,11.5217159904,7.21209301897
2011-10-01,MIA,LGA,8.61111111111,9.68473862531,5.54276304944
2012-05-03,EWR,ATL,5.07692307692,11.6668221592,3.77406806292
2012-08-29,ORD,PHL,13.0,11.834457965,11.541230437
2012-04-10,LAX,SEA,12.5925925926,11.2826062201,8.76294321499
2012-04-17,LAX,EWR,15.3043478261,10.8208100996,14.3888681171
2012-04-13,ATL,BOS,14.8,11.2826062201,10.889412764
2012-02-12,LAX,IAH,13.3846153846,10.8038299298,9.20902567301
2012-10-09,LAX,SEA,16.7692307692,11.013356673,13.6273480687
2011-11-01,LAS,ORD,13.5769230769,10.4886562965,9.35167611468
2012-12-16,ORD,PHX,8.7,9.74589084989,6.09659093696
2011-09-24,CLT,LGA,11.85,8.89721116089,9.02204901456
2011-12-11,LAX,LAS,13.6666666667,10.9774413119,10.4070981694
2012-12-03,DEN,PHX,9.0,11.286999569,7.50111102882
2012-08-29,DEN,SEA,16.4642857143,10.7402121855,12.7031117298
2012-07-20,LGA,BOS,7.0,12.1690221146,4.472135955
2011-12-20,SFO,BOS,12.7083333333,10.876319428,9.47986042214
2012-09-21,PHX,ORD,14.5217391304,11.1314948899,12.9680361071
2011-12-29,EWR,LAX,14.0869565217,10.4886562965,10.9333228895
2013-02-03,LGA,CLT,9.44444444444,9.78557268213,8.14011289286
