"Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"Boys",2008,15,162.956640079098,162.724333550733,163.180357674222,0.118408281827114
"Boys",2008,16,165.839142659051,165.606902717718,166.065497210673,0.116424513145675
"Boys",2008,17,167.620590416798,167.399150238219,167.839992495449,0.112950580641357
"Boys",2008,18,168.734126211612,168.502497769894,168.955810014017,0.114214926688293
"Boys",2008,19,169.613120052549,169.371500548078,169.848786585733,0.120460599059311
"Boys",2009,5,108.630723502949,108.118019063872,109.204625228906,0.274293062676052
"Boys",2009,6,114.469413530651,114.022328820251,114.942784670334,0.232433360502634
"Boys",2009,7,119.819450325418,119.428720223491,120.22835813805,0.203700916887585
"Boys",2009,8,124.800144837237,124.448793754249,125.152249012045,0.180688187275608
"Boys",2009,9,129.565376507995,129.241525779835,129.893799759872,0.166039524802425
"Boys",2009,10,134.503829182699,134.211573743603,134.794470965932,0.148305194276093
"Boys",2009,11,139.390185671245,139.115416977112,139.664765124234,0.14135719439108
"Boys",2009,12,145.025068938585,144.752960924321,145.295124940303,0.139298158052543
"Boys",2009,13,151.664973812282,151.400667622403,151.923014742949,0.134411956147855
"Boys",2009,14,157.953237501956,157.692489813037,158.206586078887,0.131538434954847
"Boys",2009,15,162.981639953555,162.748247681245,163.214036538312,0.119334671311703
"Boys",2009,16,165.887200846712,165.655528373508,166.116800754335,0.117208726306826
"Boys",2009,17,167.68836324469,167.464426239147,167.908650068968,0.113478769510138
"Boys",2009,18,168.813156195428,168.582006588876,169.039638154884,0.114987085279597
"Boys",2009,19,169.699068871385,169.453806807062,169.937489672207,0.121853502717212
"Boys",2010,5,108.786636421797,108.269059757012,109.373660070037,0.277487121740693
"Boys",2010,6,114.65234989858,114.205097767764,115.129410950211,0.236032202437029
"Boys",2010,7,120.040330235852,119.639269363196,120.456828251066,0.207871468579622
"Boys",2010,8,125.065992740136,124.702131944009,125.428363620129,0.185475578489065
"Boys",2010,9,129.848613823925,129.517687519202,130.177339270315,0.169073987604447
"Boys",2010,10,134.737220848322,134.44606902147,135.032549145392,0.150519396497134
"Boys",2010,11,139.584324569037,139.310719004053,139.857977164239,0.142081791898017
"Boys",2010,12,145.170359676877,144.90030038324,145.446520676985,0.139628822419564
"Boys",2010,13,151.754169981999,151.490252370508,152.016158141073,0.13568010572196
"Boys",2010,14,157.995038235062,157.735434377851,158.25510640449,0.133431943354854
"Boys",2010,15,162.996953027236,162.759217462173,163.232803492795,0.120520290634426
"Boys",2010,16,165.911937651301,165.676339987705,166.146434802887,0.11832727674899
"Boys",2010,17,167.738469221794,167.511122689238,167.958600252111,0.114514797995279
"Boys",2010,18,168.882122053261,168.651759797656,169.10733182752,0.116215546870624
"Boys",2010,19,169.774695318685,169.529361064465,170.015398724566,0.12388764328064
"Boys",2011,5,108.924916097159,108.40470091155,109.519860414019,0.281582425431153
"Boys",2011,6,114.81063137926,114.34737255405,115.291321562487,0.240599627174811
"Boys",2011,7,120.226354426969,119.823171020881,120.644718332332,0.212641207730205
"Boys",2011,8,125.290773287983,124.919187132504,125.661514232662,0.190698516761438
"Boys",2011,9,130.11923688115,129.771205834709,130.461157225142,0.175030329247406
"Boys",2011,10,134.980109148513,134.670858164697,135.284117579007,0.155022709193246
"Boys",2011,11,139.822969401829,139.543276489158,140.103125173211,0.145131488368858
"Boys",2011,12,145.370781615702,145.096306515688,145.649261316727,0.140909044104981
"Boys",2011,13,151.907152350252,151.64525092277,152.170852444129,0.136287278196405
"Boys",2011,14,158.093575096588,157.832883763787,158.355255021796,0.134916986801017
"Boys",2011,15,163.020565569756,162.780097080491,163.26210449556,0.123010583067204
"Boys",2011,16,165.929558770191,165.690607620282,166.161684687731,0.11977004058868
"Boys",2011,17,167.767260087419,167.535455688609,167.994194978834,0.116068942024566
"Boys",2011,18,168.935200761418,168.700087824719,169.162428761102,0.117995354800452
"Boys",2011,19,169.842244255295,169.595014974519,170.085274236589,0.126338738908649
"Boys",2012,5,109.048197475426,108.510673944617,109.651355329899,0.287989931133567
"Boys",2012,6,114.950920195877,114.478350913493,115.450905151124,0.246550759808201
"Boys",2012,7,120.387549032836,119.971453589827,120.809406097231,0.218811920288389
"Boys",2012,8,125.480691753216,125.102707539518,125.862903282044,0.196838835188048
"Boys",2012,9,130.348918336687,129.990240479039,130.70150335181,0.181433103268522
"Boys",2012,10,135.214013836098,134.894491962028,135.528761772265,0.162508450870844
"Boys",2012,11,140.072940859539,139.777531552276,140.366846553768,0.150763947775935
"Boys",2012,12,145.617429192079,145.336009127974,145.902923177354,0.144848019739594
"Boys",2012,13,152.117000416417,151.849966778039,152.38697344318,0.13805088868952
"Boys",2012,14,158.25764146424,157.99645102863,158.523087414231,0.135989205480784
"Boys",2012,15,163.088181418787,162.841922546517,163.332675076949,0.125153459930324
"Boys",2012,16,165.955951162117,165.716985787243,166.200567347133,0.122697384029418
"Boys",2012,17,167.789456353624,167.557411025585,168.01795850441,0.118005861003205
"Boys",2012,18,168.967401638714,168.726219182819,169.198664265084,0.120341099221588
"Boys",2012,19,169.894493173187,169.641881483588,170.144176877374,0.129355841679331
"Boys",2013,5,109.166416041685,108.602136252487,109.790173723647,0.297580898111552
"Boys",2013,6,115.074489342963,114.591505670477,115.58531176508,0.25508643302383
"Boys",2013,7,120.529128550914,120.090084502142,120.97349227511,0.226769756820303
"Boys",2013,8,125.644179537405,125.250432094527,126.046194990572,0.204827780534064
"Boys",2013,9,130.542122465268,130.177407320692,130.911136889085,0.189011098420001
"Boys",2013,10,135.411296384737,135.072118983636,135.741024951478,0.170177800678651
"Boys",2013,11,140.31477321718,139.999993114899,140.620018218516,0.159549748767822
"Boys",2013,12,145.876186656686,145.575724435626,146.173526363063,0.151591046627203
"Boys",2013,13,152.373697548353,152.093876357811,152.651821190254,0.142936629650936
"Boys",2013,14,158.479067885958,158.204671779777,158.747417660944,0.13841312140224
"Boys",2013,15,163.211619664125,162.964110014017,163.460302725034,0.127060128974642
"Boys",2013,16,166.030282208996,165.784076331696,166.276336087218,0.125418990427523
"Boys",2013,17,167.824330312466,167.584976663763,168.060689676029,0.121517895594381
"Boys",2013,18,168.996811907956,168.752637478704,169.23414796259,0.123049003393833
"Boys",2013,19,169.9295208372,169.669569770683,170.186889144171,0.13281442091549
"Boys",2014,5,109.272970735912,108.676465290738,109.91654499735,0.311892691330068
"Boys",2014,6,115.191307930999,114.672539405819,115.722832229825,0.267439137039597
"Boys",2014,7,120.652238955309,120.186807650629,121.121560427668,0.237478183590583
"Boys",2014,8,125.786191605809,125.367063908421,126.216040865612,0.214830775505656
"Boys",2014,9,130.70684069413,130.318876642703,131.097004214827,0.198745465241583
"Boys",2014,10,135.577819010155,135.234739721257,135.926402171746,0.178795113420287
"Boys",2014,11,140.519699537477,140.190421339599,140.847612480974,0.168493176171466
"Boys",2014,12,146.1266119658,145.806128035327,146.43932800709,0.161512907966617
"Boys",2014,13,152.642223892638,152.347716399067,152.932162285499,0.150809067563783
"Boys",2014,14,158.746827203919,158.462095152296,159.027144913484,0.144309717200371
"Boys",2014,15,163.386843436033,163.129269550759,163.642122603807,0.130394609899838
"Boys",2014,16,166.164176772033,165.91237923197,166.413597650297,0.128325053630823
"Boys",2014,17,167.910918381646,167.662657433997,168.154184159234,0.125021550582428
"Boys",2014,18,169.042864531529,168.789301262624,169.288357831719,0.127231424602103
"Boys",2014,19,169.966016374231,169.697758919517,170.229112158926,0.136445113593178
"Boys",2015,5,109.367176873345,108.730444522287,110.042269713156,0.332581383854876
"Boys",2015,6,115.295356493237,114.743921929897,115.868126309552,0.28492439876649
"Boys",2015,7,120.767403554722,120.263426335587,121.264138027577,0.25236368966902
"Boys",2015,8,125.90830847906,125.463075469302,126.359722592369,0.22763635053817
"Boys",2015,9,130.848413587205,130.433786347492,131.265584811765,0.210540989376393
"Boys",2015,10,135.722669919351,135.352237601744,136.098282129051,0.189404235373778
"Boys",2015,11,140.693172116251,140.347979761928,141.038569619417,0.178277378889312
"Boys",2015,12,146.339555020742,146.005312103363,146.668371751583,0.171479791415974
"Boys",2015,13,152.901748432594,152.581418921421,153.209856365386,0.161873509011594
"Boys",2015,14,159.025517590457,158.722657774803,159.321753059573,0.153164514795574
"Boys",2015,15,163.606648195515,163.33953852872,163.87930720035,0.13738483835967
"Boys",2015,16,166.352594659448,166.091504576612,166.615253877686,0.133031617108557
"Boys",2015,17,168.059808671638,167.805025579532,168.313154477562,0.128941258510164
"Boys",2015,18,169.14365016388,168.882628275015,169.394163450818,0.131681985336285
"Boys",2015,19,170.022791326059,169.74459588085,170.298909514307,0.141476963519317
"Boys",2016,5,109.452515195422,108.746674276662,110.177674206903,0.361392836092016
"Boys",2016,6,115.386993104176,114.781868237389,116.003189050963,0.309045920110142
"Boys",2016,7,120.869663008851,120.325373460194,121.4098576861,0.272514577181563
"Boys",2016,8,126.022218986704,125.54309223107,126.50075401243,0.244738566722702
"Boys",2016,9,130.969616861301,130.526031744142,131.411652809288,0.225068641323375
"Boys",2016,10,135.852536981481,135.454900013586,136.254156496632,0.201907633583065
"Boys",2016,11,140.845304559864,140.475920651362,141.221273439687,0.190033992012073
"Boys",2016,12,146.521431437115,146.173415438308,146.873559976079,0.182087642030712
"Boys",2016,13,153.124128092576,152.786486376901,153.452535205175,0.172718137100424
"Boys",2016,14,159.295293401082,158.97047419581,159.615182092288,0.165045083813734
"Boys",2016,15,163.838635101264,163.549922267022,164.125116511662,0.147135071441358
"Boys",2016,16,166.587497070602,166.310529402934,166.867849565297,0.141304152711889
"Boys",2016,17,168.264897071352,167.997546516909,168.530473341298,0.135058231295603
"Boys",2016,18,169.308675082566,169.033022278827,169.572804648777,0.136573711392559
"Boys",2016,19,170.136998351017,169.846338175973,170.421255630986,0.14712822360354
"Boys",2017,5,109.536130853003,108.753080520014,110.325602018985,0.397762292123479
"Boys",2017,6,115.469788849657,114.797532360567,116.144006879039,0.341446830168477
"Boys",2017,7,120.959376879321,120.366680840583,121.557927446683,0.299259606507321
"Boys",2017,8,126.122967873748,125.598230481391,126.65584046436,0.267080198588938
"Boys",2017,9,131.082238221795,130.605161122698,131.56080208976,0.243833051329472
"Boys",2017,10,135.969781774153,135.54198609038,136.393643245224,0.216877017017406
"Boys",2017,11,140.982354886739,140.582447942027,141.381032468097,0.203689661073222
"Boys",2017,12,146.681746314257,146.306379030638,147.059913633977,0.194507177959539
"Boys",2017,13,153.315025197949,152.957035873798,153.66816513629,0.184051993699547
"Boys",2017,14,159.527233861254,159.180142646934,159.860070594511,0.176453270541168
"Boys",2017,15,164.064370619998,163.750545964776,164.371578843242,0.159612215356141
"Boys",2017,16,166.835441726774,166.538103748388,167.130023974078,0.152129756473198
"Boys",2017,17,168.516843803875,168.231039218081,168.800876842765,0.144565775165101
"Boys",2017,18,169.530442462048,169.247388264432,169.809083232373,0.14376633331727
"Boys",2017,19,170.316832835495,170.017861464689,170.617479898112,0.153155155695089
"Boys",2018,5,109.617898076292,108.746207336069,110.493883605938,0.443015578996144
"Boys",2018,6,115.550022022238,114.793911777569,116.300908917429,0.381379671655881
"Boys",2018,7,121.039152021621,120.36885834973,121.703523765889,0.334123147835714
"Boys",2018,8,126.209873995734,125.624096184715,126.801886249169,0.295844281999893
"Boys",2018,9,131.180253340542,130.649149812874,131.705393624472,0.267710256906073
"Boys",2018,10,136.083871214294,135.620552931067,136.546737831516,0.235916554828854
"Boys",2018,11,141.104834855612,140.671783133392,141.531113421589,0.219725647019511
"Boys",2018,12,146.824703796735,146.418788361214,147.235444392596,0.20884874271434
"Boys",2018,13,153.48170792245,153.101523386017,153.86116068982,0.196989320696721
"Boys",2018,14,159.724682174022,159.360014430776,160.08467609468,0.188271266640254
"Boys",2018,15,164.256109237407,163.919385764251,164.586414556239,0.171337738705977
"Boys",2018,16,167.07681491321,166.751797035399,167.398640841807,0.165215833286904
"Boys",2018,17,168.781132885998,168.471862801042,169.088455691753,0.156603219699309
"Boys",2018,18,169.798483271021,169.490637180074,170.103434256163,0.154138557685317
"Boys",2018,19,170.553659681092,170.238012276282,170.866554140255,0.160959948338712
"Boys",2019,5,109.696837335773,108.699269761406,110.674478073685,0.496534462382233
"Boys",2019,6,115.627250312838,114.766415489356,116.471831171975,0.429927689125994
"Boys",2019,7,121.114919518384,120.367078530494,121.866270396129,0.376357761688421
"Boys",2019,8,126.285187093615,125.622871915268,126.940584004226,0.332443938747601
"Boys",2019,9,131.262623167035,130.678058435133,131.85653200196,0.297781085915731
"Boys",2019,10,136.187610423329,135.671438731972,136.702269717331,0.259889675604743
"Boys",2019,11,141.221657358784,140.752698485807,141.687399208729,0.239668725776988
"Boys",2019,12,146.950111196817,146.514436631195,147.388375774812,0.225524086690714
"Boys",2019,13,153.627616043882,153.218561333278,154.039714240768,0.21183111914115
"Boys",2019,14,159.89410578979,159.497500387039,160.278723364529,0.20155510609563
"Boys",2019,15,164.419476461234,164.061293788651,164.774408379926,0.183202261857886
"Boys",2019,16,167.282482716353,166.928924242019,167.627969873654,0.177384997748886
"Boys",2019,17,169.036989740789,168.703608078648,169.374967119973,0.170473622545551
"Boys",2019,18,170.077288053313,169.750764698402,170.408494842444,0.166843884527067
"Boys",2019,19,170.835994392509,170.506073043309,171.170010094107,0.171839001529576
"Girls",1985,5,105.473061932716,105.136273899695,105.8239613711,0.174616701899244
"Girls",1985,6,111.486207999061,111.196209626021,111.794373636917,0.152295527405987
"Girls",1985,7,117.028141274151,116.758558068791,117.312123451128,0.13969769379411
"Girls",1985,8,122.387488325993,122.121932171902,122.656806093724,0.13404161298677
"Girls",1985,9,127.851593293847,127.595753307299,128.100984654854,0.128920270490847
"Girls",1985,10,133.942129616968,133.67580274046,134.201190421373,0.132641152966449
"Girls",1985,11,140.187826364933,139.922599536896,140.442904263511,0.130977402100945
"Girls",1985,12,145.797559132663,145.536313793003,146.056137963998,0.131973917740671
"Girls",1985,13,149.793447551688,149.537391014381,150.050368807874,0.130589869819763
"Girls",1985,14,152.372303965038,152.108278279598,152.628881754076,0.131975181266372
"Girls",1985,15,154.197066784686,153.921933463282,154.471218009992,0.137951052287961
"Girls",1985,16,155.125131757536,154.846254085092,155.405224068662,0.142223283543062
"Girls",1985,17,155.652649960286,155.362031858787,155.948815340728,0.147459671592308
"Girls",1985,18,156.029790189621,155.729373133979,156.328132018944,0.151134782291979
"Girls",1985,19,156.501483167393,156.188701640759,156.815352416027,0.159995774730284
"Girls",1986,5,105.5082197041,105.175727221525,105.855698133453,0.173347284344113
"Girls",1986,6,111.515503148005,111.226488277023,111.822179901046,0.15045682442731
"Girls",1986,7,117.051822507966,116.787265401213,117.33395105776,0.137658262893409
"Girls",1986,8,122.409670916216,122.150702014509,122.676242910293,0.131913857903049
"Girls",1986,9,127.874346425113,127.619859935354,128.121693103008,0.126349602564928
"Girls",1986,10,133.958251873915,133.701563132929,134.208709373571,0.128085626372477
"Girls",1986,11,140.207414963274,139.955827827357,140.454251440628,0.126265146329807
"Girls",1986,12,145.822902464616,145.571653269231,146.068954050297,0.126968880376125
"Girls",1986,13,149.820718748616,149.576510101027,150.065270434394,0.124832916063005
"Girls",1986,14,152.400838405004,152.150560730526,152.645151112228,0.125582884284787
"Girls",1986,15,154.227357311228,153.961240833561,154.487796326971,0.132044835882394
"Girls",1986,16,155.15081409659,154.881142655045,155.417236870755,0.135491170421753
"Girls",1986,17,155.67464744815,155.399436133971,155.95014918663,0.138927894593694
"Girls",1986,18,156.047590011401,155.770711894778,156.327646050289,0.139729624035526
"Girls",1986,19,156.517495437761,156.231074590776,156.798751167721,0.145192935484724
"Girls",1987,5,105.547789666668,105.214735736737,105.893578044075,0.172222488915162
"Girls",1987,6,111.55053586794,111.267133503,111.851820376479,0.1489157910237
"Girls",1987,7,117.082130763936,116.822917726981,117.360307511722,0.135715495766301
"Girls",1987,8,122.435679171088,122.179433728064,122.698344781094,0.129865574722364
"Girls",1987,9,127.900396950276,127.651064350328,128.147382757597,0.124154177183706
"Girls",1987,10,133.963970875426,133.716935389244,134.20874113283,0.124003877992675
"Girls",1987,11,140.216367445788,139.975970910446,140.45646333102,0.121763032563785
"Girls",1987,12,145.836666985869,145.594923975263,146.078006428784,0.122385041374247
"Girls",1987,13,149.841943978918,149.607087699899,150.076423238242,0.119688012595697
"Girls",1987,14,152.426383901467,152.187303585269,152.659273995764,0.119607052732662
"Girls",1987,15,154.266992772949,154.013115158472,154.51195952654,0.126496502857723
"Girls",1987,16,155.187080603961,154.928662113135,155.437741943035,0.129290511045148
"Girls",1987,17,155.706304280479,155.440319787906,155.967570130501,0.132022384759407
"Girls",1987,18,156.074919312957,155.814008673019,156.330935827412,0.130895781460744
"Girls",1987,19,156.539685021711,156.281394721726,156.798010065567,0.133667481046133
"Girls",1988,5,105.590598338776,105.260662667716,105.933120374681,0.170984603960002
"Girls",1988,6,111.590400622835,111.312479744839,111.888599334993,0.147405240789831
"Girls",1988,7,117.118564507403,116.860920061744,117.390747576063,0.133938073025984
"Girls",1988,8,122.468549857757,122.214283382012,122.730698111816,0.127879503040811
"Girls",1988,9,127.930106931047,127.684018435054,128.172210225157,0.122019548896266
"Girls",1988,10,133.965671226903,133.729482113244,134.206354192057,0.120445032284006
"Girls",1988,11,140.21694849388,139.984463513293,140.448757148668,0.117953247633995
"Girls",1988,12,145.842281709152,145.609921766212,146.07270127961,0.118209205405244
"Girls",1988,13,149.854709929334,149.629081615577,150.076902594912,0.115216380347568
"Girls",1988,14,152.449141965409,152.218086349414,152.672038218957,0.11449701410306
"Girls",1988,15,154.309397253222,154.066806143531,154.546075671289,0.121097187164726
"Girls",1988,16,155.230536308164,154.982243381019,155.470855145424,0.123417081846735
"Girls",1988,17,155.746515432877,155.49484074692,155.994310089954,0.125625873984939
"Girls",1988,18,156.109779235955,155.863212229646,156.351307505799,0.123764296457783
"Girls",1988,19,156.568975185973,156.326220943259,156.808133907915,0.124868108559858
"Girls",1989,5,105.638089643726,105.310852555298,105.980603584347,0.169831489236645
"Girls",1989,6,111.632896824411,111.35550102055,111.926151201581,0.145829655743275
"Girls",1989,7,117.159010024294,116.903023112906,117.425887600892,0.132220104875857
"Girls",1989,8,122.506438289394,122.258608149649,122.764612448349,0.125952807686091
"Girls",1989,9,127.965235232844,127.727364991222,128.205423848094,0.119936547161683
"Girls",1989,10,133.96830847946,133.731947220205,134.201149387437,0.117304594990942
"Girls",1989,11,140.217827915909,139.991604656881,140.442817701832,0.114727007748007
"Girls",1989,12,145.844328939922,145.617697235222,146.068598726187,0.114863299553893
"Girls",1989,13,149.864178074379,149.647080760596,150.076674028187,0.111245067154654
"Girls",1989,14,152.468351819646,152.245271418647,152.68286182576,0.110290755308465
"Girls",1989,15,154.348760228137,154.112728959292,154.574066068106,0.116023532868895
"Girls",1989,16,155.27382290785,155.035124646469,155.501299033396,0.117675651816735
"Girls",1989,17,155.791209800587,155.550848145125,156.025857640031,0.11957886641444
"Girls",1989,18,156.150386976015,155.912379766852,156.379159179443,0.117231840746654
"Girls",1989,19,156.602458051357,156.375209841254,156.829012662724,0.117778444842091
"Girls",1990,5,105.693281775727,105.368854600913,106.035414729405,0.168752382702772
"Girls",1990,6,111.679611709635,111.404773704027,111.969891060915,0.144393682596664
"Girls",1990,7,117.201379955468,116.951015015884,117.464768102472,0.130443444693836
"Girls",1990,8,122.547349512833,122.304375630882,122.798874115246,0.124145591911684
"Girls",1990,9,128.004072497984,127.774017755418,128.240622872419,0.117849815092579
"Girls",1990,10,133.979045921361,133.746988289494,134.204710159301,0.114697938884299
"Girls",1990,11,140.224149040178,140.002160732725,140.442517437689,0.111853671694739
"Girls",1990,12,145.851051047618,145.630883227645,146.07061862793,0.11200947434863
"Girls",1990,13,149.874278194111,149.660391928265,150.086283361913,0.108112943302415
"Girls",1990,14,152.487850388827,152.276023579216,152.693034805982,0.106528705426228
"Girls",1990,15,154.377043739805,154.148676387013,154.593330927051,0.111228902879342
"Girls",1990,16,155.312421830582,155.08296587046,155.528789052484,0.112346695579867
"Girls",1990,17,155.834229413773,155.60943102671,156.054265624406,0.113730537218686
"Girls",1990,18,156.193835176327,155.970747531016,156.410120841678,0.111121025537256
"Girls",1990,19,156.639363989429,156.422472393704,156.852683683963,0.111440775623352
"Girls",1991,5,105.758890487909,105.432321787636,106.097143485922,0.167572366318116
"Girls",1991,6,111.734550963879,111.460425620301,112.018772969543,0.143081090937742
"Girls",1991,7,117.248419889972,116.999121078116,117.506941029104,0.128814041760489
"Girls",1991,8,122.590543453167,122.347951692917,122.840803682572,0.122284707169846
"Girls",1991,9,128.046243764124,127.818247311306,128.278913715231,0.115916196330039
"Girls",1991,10,134.000391782189,133.774839565136,134.21710417582,0.112336057882205
"Girls",1991,11,140.241684338302,140.022491187201,140.454491856325,0.109493866343237
"Girls",1991,12,145.865753868165,145.648874211604,146.081128973645,0.109363453755355
"Girls",1991,13,149.890943287704,149.684583564093,150.098060446296,0.105359940107448
"Girls",1991,14,152.509213686005,152.30549959575,152.708478523571,0.103509652780552
"Girls",1991,15,154.39353394466,154.177110974536,154.601069183118,0.106319838660161
"Girls",1991,16,155.33956393211,155.120789579483,155.548571338891,0.107333183132963
"Girls",1991,17,155.872099035636,155.655534538772,156.081507619657,0.108400715179819
"Girls",1991,18,156.23492462495,156.025906321327,156.437172221971,0.10528011368312
"Girls",1991,19,156.677687021642,156.472661034881,156.880956535115,0.105475209739955
"Girls",1992,5,105.836077848488,105.505617642191,106.170851884189,0.166991859992326
"Girls",1992,6,111.801281994835,111.531575162968,112.086229737366,0.141611431082591
"Girls",1992,7,117.30492799088,117.053887042887,117.561072233666,0.127369244304602
"Girls",1992,8,122.639530054264,122.39998035564,122.882102900662,0.120558955307012
"Girls",1992,9,128.091660331548,127.8641004449,128.32384316262,0.113975892111867
"Girls",1992,10,134.031831060777,133.809923943807,134.245418806107,0.110272577021386
"Girls",1992,11,140.270351526569,140.058425201738,140.474891819764,0.107243928415233
"Girls",1992,12,145.891732799553,145.681811237111,146.103258220189,0.107213908655914
"Girls",1992,13,149.914939845094,149.714078065539,150.116992170298,0.102733874563187
"Girls",1992,14,152.535805570057,152.337222637368,152.732987046615,0.100782731992914
"Girls",1992,15,154.398797686435,154.194977318478,154.595163873017,0.101910999811507
"Girls",1992,16,155.356604155088,155.148866183758,155.556022590244,0.102391708271893
"Girls",1992,17,155.900064334984,155.693179395717,156.099408809034,0.103513083745251
"Girls",1992,18,156.271841924778,156.069777961187,156.462410814493,0.10016725551389
"Girls",1992,19,156.713994196231,156.520626299604,156.90554919093,0.0998392031258623
"Girls",1993,5,105.926673986568,105.59862006763,106.258327680976,0.166267016127851
"Girls",1993,6,111.879864427111,111.608971789963,112.157919276495,0.140601955670147
"Girls",1993,7,117.373187923755,117.127772889564,117.627846761505,0.125800667368003
"Girls",1993,8,122.697560801281,122.460563198792,122.935756398139,0.119057744996272
"Girls",1993,9,128.142066565593,127.914952209705,128.363563689241,0.112141347048169
"Girls",1993,10,134.07157016715,133.855994025848,134.280321122519,0.108316022103709
"Girls",1993,11,140.308638763363,140.100190110224,140.510017313522,0.10530689723493
"Girls",1993,12,145.927986901432,145.723068612564,146.13357050739,0.105083099295438
"Girls",1993,13,149.94895777851,149.749625902733,150.146780972411,0.100584295944369
"Girls",1993,14,152.567931714863,152.373750758034,152.761678209748,0.0981591265955976
"Girls",1993,15,154.399884119886,154.205339985489,154.591320701237,0.0979571590522395
"Girls",1993,16,155.365650095579,155.168219175247,155.555994869017,0.0981001719799875
"Girls",1993,17,155.920539053367,155.722488044522,156.111322911297,0.0989919550061684
"Girls",1993,18,156.301172004345,156.110236865373,156.484467511924,0.0957224426003679
"Girls",1993,19,156.747980132473,156.559794641594,156.930920538985,0.0951315741292507
"Girls",1994,5,106.029812127292,105.703924706902,106.366827185488,0.165695499548873
"Girls",1994,6,111.970878115058,111.700044362663,112.24317870614,0.139461843899445
"Girls",1994,7,117.451970611349,117.207713525302,117.701400443764,0.124640060495306
"Girls",1994,8,122.7656417887,122.534563783482,122.997239352309,0.117472269294463
"Girls",1994,9,128.19941744141,127.977512244823,128.415517113201,0.110544207246422
"Girls",1994,10,134.119899238003,133.904890620539,134.324921289563,0.106490075955488
"Girls",1994,11,140.353195346621,140.149520521927,140.551671849308,0.103457730279021
"Girls",1994,12,145.971443607889,145.771526222008,146.171783431452,0.103321698532111
"Girls",1994,13,149.990530310074,149.794329421377,150.185110029303,0.0983794034761404
"Girls",1994,14,152.607176582025,152.418614037897,152.797599162813,0.0959551598242413
"Girls",1994,15,154.402713657225,154.213370226523,154.587376625039,0.0943815497473875
"Girls",1994,16,155.375031778078,155.18664633721,155.559267704956,0.0943545452010452
"Girls",1994,17,155.93687170054,155.746586595257,156.120977804412,0.0952278159626877
"Girls",1994,18,156.326373376946,156.143655859428,156.502982558633,0.0918826291552361
"Girls",1994,19,156.778076565685,156.598751618408,156.95433394419,0.0912979902420279
"Girls",1995,5,106.145437896237,105.823577714514,106.479610019655,0.165188063871428
"Girls",1995,6,112.072280986881,111.80208527543,112.346036437406,0.13852441763876
"Girls",1995,7,117.540801799869,117.300780408437,117.785136700812,0.123474900647446
"Girls",1995,8,122.841631510932,122.615023372835,123.069064660582,0.116260228886822
"Girls",1995,9,128.264011629542,128.045949776256,128.474620983508,0.10890786330018
"Girls",1995,10,134.178657498127,133.968651352566,134.381772240405,0.104957497214312
"Girls",1995,11,140.404448303493,140.204173166191,140.597686204961,0.101706948040742
"Girls",1995,12,146.018989865198,145.820848491576,146.217415094223,0.101652319583186
"Girls",1995,13,150.036924364949,149.849409891539,150.228621065998,0.0965909288741212
"Girls",1995,14,152.651483375793,152.467820707192,152.834665556077,0.0936445497268931
"Girls",1995,15,154.41514374844,154.233773566813,154.59421100737,0.0915140489401389
"Girls",1995,16,155.389556673897,155.20873200162,155.566950006611,0.0909753047479049
"Girls",1995,17,155.956245894658,155.77348715553,156.134886493888,0.091974020731123
"Girls",1995,18,156.350166376333,156.171014382356,156.522815813951,0.0887956264820869
"Girls",1995,19,156.807380679969,156.631754058474,156.979662848019,0.0882574034876865
"Girls",1996,5,106.271899165864,105.950559851158,106.60468370085,0.164692060990012
"Girls",1996,6,112.183333339297,111.913821272548,112.455703702361,0.137745642394964
"Girls",1996,7,117.637020996359,117.396849603487,117.878915367681,0.122541076659011
"Girls",1996,8,122.924562622765,122.702872072036,123.151618349792,0.11517712009763
"Girls",1996,9,128.333355218561,128.120570917972,128.542478043437,0.107597056969181
"Girls",1996,10,134.250802681369,134.045750401466,134.452004978813,0.103476521998806
"Girls",1996,11,140.466659062125,140.269487072131,140.660859848848,0.100190457705023
"Girls",1996,12,146.073639986511,145.880078300705,146.266950754675,0.100067023121808
"Girls",1996,13,150.087671928646,149.903863084095,150.273195765216,0.0949735582173904
"Girls",1996,14,152.700778222697,152.522308533346,152.879562871986,0.0917811363286739
"Girls",1996,15,154.439747222865,154.263323044991,154.613656199367,0.0887517349195358
"Girls",1996,16,155.414715735642,155.240993583994,155.587061502239,0.0882419293166161
"Girls",1996,17,155.981420880497,155.805743099682,156.154806067419,0.088984590447883
"Girls",1996,18,156.377884942523,156.206015831587,156.546168757424,0.0861168711361129
"Girls",1996,19,156.837110639623,156.665728760271,157.007222811544,0.0860522118693626
"Girls",1997,5,106.402618177098,106.082808170979,106.736239316376,0.164313682232715
"Girls",1997,6,112.302789585703,112.031924569999,112.576197322124,0.137038503257504
"Girls",1997,7,117.740463083661,117.499520730573,117.981494901362,0.121789700340858
"Girls",1997,8,123.012483187676,122.78930510039,123.234619728264,0.11433953164744
"Girls",1997,9,128.407347084763,128.199128324306,128.617006307977,0.106474272316862
"Girls",1997,10,134.336835933468,134.133253126381,134.540799127759,0.102241383618021
