age,income,pto_days,vacation
56,40303,0,0
55,41000,2,0
55,108398,10,1
23,31874,2,0
29,13164,3,0
60,62674,0,0
26,4954,5,0
24,82007,5,0
29,27193,3,0
56,8000,0,0
54,23747,6,1
47,12000,8,0
36,23479,5,0
29,7736,3,0
54,17445,4,0
70,42000,6,0
53,0,0,0
32,35000,4,0
67,31445,0,1
22,1088,0,0
21,33131,8,0
31,39647,3,0
25,24838,0,0
40,103000,11,1
56,156655,5,0
48,122031,10,1
59,19831,5,0
38,46587,2,0
45,228886,12,1
68,45245,5,1
33,21000,6,0
51,60333,6,1
46,50423,3,0
27,0,0,0
55,99328,1,0
56,122778,8,1
73,88246,6,0
23,19526,0,0
39,555,0,0
65,57778,7,0
39,162316,4,0
61,74274,5,0
18,153766,7,0
43,67453,0,0
46,92315,7,0
31,300333,12,1
63,52000,6,1
33,72952,4,0
47,49333,8,0
42,161443,11,1
62,47215,9,1
63,95870,8,1
38,33353,4,0
40,49140,10,1
39,41000,4,0
54,110996,10,1
69,37118,4,0
26,28352,0,0
47,109735,12,1
68,38245,0,1
53,133975,6,0
64,62467,0,1
60,555,0,0
65,49000,5,1
61,87514,0,0
55,4160,0,0
56,78000,5,0
41,53236,2,0
64,38333,8,0
66,72467,4,1
71,62000,8,1
52,0,0,0
56,86154,9,1
50,76445,3,0
64,61000,3,1
69,28568,2,0
47,92000,8,0
65,88333,7,1
74,39295,3,0
41,48000,2,0
72,59000,5,1
60,114000,1,1
60,0,0,0
40,6663,2,0
48,26449,6,0
50,75467,3,0
68,67469,0,0
20,56000,10,0
71,69533,1,0
39,81018,0,0
31,26000,4,0
55,11110,8,0
46,100778,9,1
28,17974,0,0
55,118778,4,1
40,9511,6,0
42,53667,2,0
62,205684,8,0
30,18000,5,0
57,116000,5,1
35,16147,0,0
58,34099,3,0
16,635,0,0
38,122476,9,1
64,97018,5,0
27,12015,0,0
21,49511,4,0
65,35506,0,0
35,24981,0,0
52,60937,5,0
54,91498,5,0
33,64972,0,0
29,138747,9,0
69,34445,1,1
68,102470,8,1
22,54351,3,0
21,12463,2,0
72,82910,3,0
27,9852,0,0
27,60445,0,1
52,76000,5,0
46,95927,6,0
20,3305,1,0
24,65333,5,1
73,18394,5,0
22,13039,0,0
58,7184,2,0
23,4601,0,0
47,32841,1,0
69,93000,8,1
20,14117,3,0
26,18957,0,0
47,48333,8,0
64,68000,2,1
36,29236,3,0
58,17820,7,0
64,31000,4,1
27,59000,10,0
55,29352,2,0
73,55683,4,0
54,60091,5,0
65,58333,10,1
34,11820,2,0
44,42000,2,0
69,37594,6,0
66,60870,2,0
42,90912,4,0
44,55854,11,1
31,9383,2,0
26,81881,2,0
27,28857,0,0
32,24333,4,0
46,58000,5,1
67,30800,3,1
46,74445,4,1
41,101123,10,1
60,80000,4,1
58,68503,7,0
22,3860,4,0
43,78471,5,0
26,12794,0,0
68,0,0,0
26,58000,0,1
61,3800,2,0
51,79877,6,0
55,16685,0,0
48,100333,12,1
62,28000,8,0
71,60000,6,1
61,10631,4,0
76,60647,8,0
22,12333,3,0
43,45778,6,0
57,28005,6,0
71,37673,7,0
35,11877,0,0
68,144782,9,1
49,76883,4,0
62,57445,5,1
25,12147,0,0
19,17445,0,0
46,42044,2,0
31,21713,0,0
50,39333,3,0
41,155167,10,1
56,62000,3,0
59,54000,0,1
54,0,0,0
46,82348,8,0
50,85084,0,0
36,103036,5,1
33,132463,3,0
29,46000,10,1
64,31000,4,1
39,8492,10,1
27,20685,0,0
29,68445,0,1
32,98830,3,0
34,64273,3,0
62,87000,10,0
46,82788,9,1
55,17333,11,0
54,77445,2,0
60,63000,5,0
68,87127,2,0
46,27501,1,0
32,26828,5,0
57,18049,0,0
47,86919,1,0
69,32000,8,0
67,0,0,0
30,28532,3,0
50,109445,7,1
24,93405,5,0
32,49765,0,0
32,26333,6,0
55,19083,2,0
54,17333,5,0
59,70386,7,1
30,54174,0,0
59,156804,12,1
59,126000,11,1
50,40000,2,0
24,75000,8,0
54,77741,6,0
17,50104,4,0
41,20950,3,0
44,47445,3,0
45,73817,4,0
30,7958,4,0
69,67000,6,1
54,43000,5,1
25,6333,2,0
62,53000,5,1
46,56560,8,0
27,72793,3,0
29,30000,4,1
50,37681,0,0
37,125557,10,1
75,21060,3,0
52,88566,6,1
57,3727,5,0
45,67478,11,1
66,17816,3,0
66,78474,6,0
49,117990,9,1
39,306778,9,1
23,21841,4,0
41,4648,1,0
40,28047,2,0
70,96360,0,0
60,870,3,0
36,17304,2,0
59,19445,0,0
36,0,0,0
37,5548,0,0
34,5281,0,0
45,73000,6,1
59,22333,8,0
28,32000,2,1
28,73015,4,0
29,46696,3,0
51,104580,7,1
68,50225,0,0
43,64615,3,0
33,6244,0,0
52,72319,7,0
28,73333,10,1
74,42000,3,1
39,27111,6,0
51,118545,12,1
52,93842,7,0
58,92701,3,0
74,61625,5,0
36,85826,6,1
30,18892,2,0
51,100295,9,0
59,231288,7,0
57,12949,5,0
27,80637,3,0
38,24000,1,1
19,53467,6,0
29,333,2,0
36,80691,1,0
68,34270,7,0
52,91013,2,0
59,78445,0,0
32,97585,2,0
35,92487,3,0
38,6659,5,0
40,117831,9,1
36,5546,3,0
68,85224,6,1
45,141706,4,1
61,95801,5,0
41,38671,0,0
41,34253,2,0
59,50000,4,1
56,87623,3,0
75,68066,4,0
37,39684,0,0
54,99106,0,0
65,38341,0,0
42,103002,5,1
20,73000,9,1
47,85966,5,0
63,12657,2,0
40,69618,1,0
28,5280,2,0
73,33308,0,0
43,148227,6,1
44,12467,8,0
59,73281,8,1
60,93256,6,0
75,28300,5,0
55,241766,6,1
48,55707,1,0
61,87121,8,0
61,48000,4,1
42,31333,10,0
44,3570,3,0
54,117136,10,1
62,4405,3,0
34,0,0,0
71,62000,8,1
63,56000,7,0
29,32333,4,1
55,182306,10,0
67,52000,7,1
48,58770,3,0
60,51000,1,0
65,33382,2,0
64,15163,0,0
52,11312,5,0
49,95000,10,0
27,77000,9,1
41,16445,7,0
64,58000,8,1
47,30842,3,0
65,62800,2,1
52,76614,1,0
65,49000,5,1
36,26000,5,0
58,93201,10,1
58,26792,3,0
42,150932,9,1
22,7045,0,0
41,222,0,0
53,17000,3,0
61,67245,6,1
69,61000,9,0
74,53051,2,0
74,84663,1,0
39,304333,11,1
45,43445,0,0
20,73000,9,1
60,40021,0,0
52,24278,5,0
29,51057,5,0
29,69869,6,0
47,101000,10,1
23,68052,2,0
38,13049,1,0
73,83322,0,0
48,45040,0,0
26,14640,2,0
22,5682,0,0
36,90622,8,1
22,20465,2,0
52,61000,4,0
47,12000,9,0
27,65967,0,0
64,60315,0,0
24,21992,3,0
37,38333,5,0
60,9494,6,0
52,44504,4,0
35,13000,11,0
65,64372,0,0
59,16333,6,0
52,75704,5,0
37,69085,0,0
44,80296,9,1
28,17088,0,0
39,40239,0,0
73,42973,4,0
29,28570,0,0
34,36000,7,1
30,77333,8,0
33,23000,4,0
51,44781,6,0
28,96679,4,0
58,86333,12,0
27,33333,7,1
37,35467,2,0
63,41916,1,0
44,11467,8,0
47,13000,8,0
59,17333,6,0
24,21878,0,0
66,12442,6,0
39,54359,4,0
61,81997,3,0
70,25680,2,0
43,44806,6,0
39,34800,3,0
29,3475,2,0
70,60445,4,1
55,16000,7,0
61,57771,3,0
66,71000,4,1
55,81924,6,1
35,47000,7,1
34,20824,8,0
29,21158,0,0
30,8000,8,0
65,45757,3,0
68,63858,2,0
63,47333,6,1
47,97249,1,0
58,8645,5,0
25,63931,1,0
58,59961,4,0
35,98000,8,1
43,6150,6,0
55,60445,0,0
35,33668,1,0
43,97276,7,1
46,75093,6,0
47,101000,10,1
65,36320,6,0
47,48000,5,0
31,31787,3,0
67,67445,0,1
70,108434,11,1
47,45445,0,0
32,404,3,0
71,55000,5,1
51,59000,3,1
45,41421,12,1
70,38800,2,1
19,2778,1,0
33,40313,4,0
24,88638,7,0
35,27604,6,0
45,38333,5,0
56,230565,7,1
40,109555,6,0
47,88652,9,1
41,247466,10,1
57,55620,2,0
48,19191,8,0
57,25203,5,0
54,53000,2,1
46,42587,1,0
34,12778,9,0
46,67946,0,0
38,555,0,0
52,76778,4,0
25,32787,0,0
48,14800,11,0
28,7898,0,0
39,44912,0,0
56,8813,4,0
69,118818,6,1
69,16823,8,0
57,19333,6,0
60,34538,5,0
34,80745,1,0
36,100250,9,1
75,94000,5,1
39,39000,4,0
60,98796,2,0
29,21445,0,0
30,12548,0,0
26,38385,3,0
42,24178,1,0
28,50724,3,0
59,57584,3,0
20,12147,0,0
30,301000,10,1
41,53528,4,0
21,22248,0,0
57,57938,0,0
24,75000,8,1
63,202407,11,1
57,200547,9,1
56,97160,1,0
41,172548,8,1
63,32467,5,1
39,88000,9,0
57,119333,7,1
62,4000,2,0
25,31800,4,1
68,128437,12,1
47,21209,0,0
27,21000,9,0
44,19827,8,0
25,40074,2,0
18,8143,0,0
38,16000,12,0
74,51188,3,0
35,10250,0,0
48,201765,9,1
26,59000,0,1
28,78333,11,0
54,11686,5,0
44,69000,5,1
35,10772,0,0
30,238475,10,0
57,7019,2,0
37,12695,0,0
57,52350,6,0
71,38286,1,0
50,9613,3,0
22,24897,0,0
70,41800,3,1
67,36061,0,0
62,67778,2,1
35,13000,11,0
34,5476,5,0
28,62000,2,1
64,94744,1,0
58,95826,8,0
23,23605,0,0
65,23333,5,0
54,222,0,0
24,13377,1,0
49,37333,2,0
64,41125,0,0
23,71000,8,1
54,121333,11,1
47,121614,11,1
50,36775,3,0
25,13927,2,0
52,11455,0,0
72,73724,2,0
45,75445,5,1
50,93287,4,0
55,79333,8,0
74,65000,9,1
73,46333,9,1
69,53333,6,1
64,78842,4,0
31,2724,0,0
47,48082,2,0
44,68371,6,0
36,25000,5,0
27,21583,0,0
61,38421,6,0
28,11679,0,0
60,56445,0,1
62,3222,0,0
57,62467,4,0
32,98849,3,0
70,84835,0,0
22,2567,0,0
38,22352,0,0
42,133165,6,1
57,57445,2,1
34,42005,5,0
18,18410,2,0
71,82104,1,0
39,24445,3,0
76,66000,2,1
24,8918,0,0
73,98972,0,0
28,27557,0,0
53,0,0,0
38,49081,7,0
69,50558,2,0
55,2445,0,0
49,44500,5,0
57,32963,6,0
27,93623,0,0
22,78088,2,0
32,74381,2,0
30,31333,6,1
33,25262,2,0
41,57591,2,0
36,37912,0,0
19,11445,0,0
40,101445,5,1
66,333,2,0
63,78796,6,0
45,12445,5,0
60,21000,3,0
46,118336,3,1
32,28723,1,0
59,68582,6,1
34,47000,8,1
48,57000,2,1
46,224879,8,1
53,68775,0,0
39,100333,11,1
61,79333,6,0
25,22175,0,0
69,31000,2,1
28,70449,9,1
44,105487,12,1
40,68467,5,1
46,10467,5,0
55,91414,5,0
62,127039,10,1
57,211452,11,1
24,23290,2,0
22,67689,2,0
73,92333,6,1
21,233961,4,0
54,124871,6,1
70,88666,12,1
23,77245,7,0
22,27651,6,0
40,97731,6,0
43,103224,6,1
22,16125,3,0
30,222,0,0
37,58090,2,0
38,0,0,0
61,58139,6,0
33,85000,9,1
47,52754,5,0
45,3903,5,0
44,2351,2,0
47,204879,3,0
70,50322,0,0
62,152984,11,1
62,77782,0,0
52,113445,1,1
52,94175,2,0
51,14000,7,0
29,15521,0,0
73,28147,3,0
60,53858,3,0
62,92982,12,1
59,9161,4,0
70,41445,0,1
38,176854,7,1
59,26937,3,0
44,100445,8,0
75,79723,6,0
27,58333,2,1
33,22194,2,0
59,17368,6,0
49,47000,2,0
38,18949,0,0
37,91651,2,0
55,28161,0,0
25,15228,0,0
60,2000,0,0
43,62851,6,0
60,236807,12,1
38,39869,3,0
20,57922,1,0
23,1088,0,0
28,23000,3,0
70,103628,10,1
38,210714,6,1
65,59000,2,1
39,69467,7,1
28,18361,0,0
72,62445,0,1
29,30896,0,0
41,31000,7,1
22,78245,8,0
69,93557,2,0
53,81769,4,0
36,36437,6,0
37,333,2,0
38,37333,4,0
63,54778,5,0
47,57000,3,1
61,124000,8,1
35,33300,4,0
65,57000,4,0
54,69327,9,1
28,38903,1,0
67,186014,8,1
25,65656,0,0
66,7804,6,0
55,104000,9,0
69,56000,4,1
43,38000,4,0
61,3541,6,0
29,26020,0,0
69,21716,5,0
63,66000,6,0
19,17445,0,0
67,63000,4,1
40,225524,8,1
68,48253,2,0
30,33778,5,1
52,8126,3,0
52,55333,5,1
28,59000,9,0
46,93642,3,0
72,46000,7,1
38,73640,3,0
52,54000,2,1
70,97419,2,0
45,146654,12,1
65,71361,0,0
44,49567,3,0
33,13822,2,0
29,71821,7,0
26,87123,2,0
22,7098,0,0
71,86074,0,0
68,148886,12,1
54,244662,9,1
72,58552,5,0
51,23214,5,1
33,31778,1,0
54,50023,5,0
53,65321,3,0
61,55835,11,1
61,48392,2,0
48,37004,2,0
43,103445,6,1
65,152394,11,1
43,5659,3,0
51,59000,3,1
55,23066,5,0
31,20892,2,0
40,23623,0,0
40,176709,11,1
19,6000,1,0
57,107823,9,1
22,4088,2,0
55,242349,0,1
60,54299,1,0
62,92383,6,0
65,222,0,0
28,50957,3,0
69,75106,6,0
39,30445,5,0
40,89234,9,1
51,7723,3,0
69,31000,8,0
44,40098,4,0
64,88266,0,0
68,52000,4,1
59,47778,6,1
25,8753,0,0
55,81485,4,0
23,30000,4,1
61,46525,5,1
59,26443,8,0
73,38677,1,0
55,179247,6,1
36,30368,4,0
53,243703,5,1
71,64391,3,0
36,38000,3,0
62,72609,4,0
59,34998,5,0
67,58333,10,0
66,1058,4,0
74,20838,2,0
57,239781,9,1
29,70000,5,1
17,53263,0,0
65,0,0,0
65,8113,0,0
60,57508,0,0
69,0,0,0
68,42735,6,0
37,69967,7,0
57,17240,0,0
41,47576,0,0
22,69157,2,0
68,47468,2,0
51,75035,4,0
56,17800,2,0
49,205434,6,0
58,50445,0,0
28,46363,1,0
38,71097,4,0
72,13928,0,0
47,82060,5,0
20,1117,2,0
66,68000,7,0
64,53445,0,1
21,11061,0,0
54,53000,2,1
41,25000,6,0
53,22893,0,0
38,13467,7,0
75,94000,5,1
50,25071,7,0
36,54788,4,0
21,46499,5,0
75,53384,4,0
32,84413,3,0
38,28000,7,0
48,101333,12,1
37,49144,2,0
37,145248,12,1
28,72752,1,0
23,21182,2,0
58,50800,2,0
30,17556,2,0
42,48333,4,0
27,17871,3,0
19,222,0,0
52,18000,12,0
44,56869,7,0
46,52778,3,0
32,67239,1,0
37,66970,0,0
28,21056,0,0
30,16096,0,0
60,46800,5,1
49,30333,8,0
21,23380,3,0
23,6334,3,0
33,35333,6,0
19,6000,1,0
36,26000,5,0
27,96346,2,0
21,25584,2,0
56,51912,2,1
42,111511,5,0
74,90485,4,0
24,57000,9,0
30,70760,9,1
30,10056,0,0
44,93650,4,0
22,67719,0,0
20,56778,2,1
45,121498,9,1
33,69855,2,0
65,15395,2,0
69,158884,8,1
64,61331,6,0
57,123000,9,1
37,53240,5,0
45,42684,4,0
63,54467,3,1
40,103000,11,1
53,11144,3,0
54,78404,0,0
38,147139,2,1
21,55732,5,0
61,61821,6,0
69,118560,9,1
70,87391,0,0
68,68445,2,1
43,186915,12,1
21,91074,2,0
52,18389,0,0
49,34838,2,0
37,50000,9,1
24,13251,0,0
50,99775,11,1
24,18445,0,0
64,59598,6,0
48,83083,8,1
24,28324,0,0
26,62239,6,0
42,246028,3,1
51,29882,8,0
26,84693,2,0
64,54800,5,1
48,44333,5,0
37,22949,4,0
42,84842,0,0
61,65658,2,0
65,111650,2,1
49,46000,2,0
45,10333,10,0
28,9231,2,0
32,1582,2,0
37,33020,2,0
71,40333,6,1
19,27300,2,0
64,40152,2,0
55,555,0,0
47,42920,3,0
52,130178,6,1
52,96283,3,0
36,10441,2,0
54,70778,9,1
57,97908,0,0
23,20767,0,0
60,7739,5,0
42,149291,6,1
26,82192,5,0
46,43354,4,0
57,156249,9,1
34,21333,8,0
46,57515,0,0
42,97599,0,0
37,222,0,0
51,175874,11,1
41,105445,9,1
71,32382,2,0
64,23385,6,0
55,44274,6,0
69,51091,6,0
51,38691,2,0
40,11447,3,0
31,60510,0,0
61,217264,11,1
41,58020,12,1
70,145337,12,1
24,25440,0,0
53,161915,9,1
53,96616,5,0
47,238843,12,1
32,13954,0,0
66,90497,6,0
52,17467,7,0
62,5111,4,0
50,94000,9,0
21,96331,0,0
57,95493,6,0
43,42339,3,0
70,205396,1,0
56,5086,3,0
59,22287,0,0
55,10596,4,0
57,119333,7,1
42,49012,0,0
21,57000,3,1
23,30993,2,0
55,79256,6,0
73,40445,0,1
70,73700,3,0
23,38757,5,0
58,26190,0,0
24,39735,4,0
66,240231,9,1
55,81343,5,0
42,36333,4,0
69,84395,3,0
48,11898,2,0
56,172569,9,1
62,55000,3,0
34,86486,10,0
53,60333,6,0
64,56000,7,1
75,86529,4,0
48,98008,6,1
64,121868,7,1
20,29498,0,0
50,98017,4,1
18,27787,1,0
22,11394,2,0
73,96382,6,0
60,38445,4,0
23,26196,2,0
62,42035,6,0
54,91163,4,0
23,91742,2,0
34,7446,1,0
26,20162,3,0
28,25841,6,0
48,29349,7,0
51,8513,4,0
24,79126,0,0
24,46146,4,0
28,43333,10,1
64,32800,7,1
24,7905,0,0
36,129660,7,1
20,16221,6,0
31,49781,0,0
21,0,0,0
36,73622,11,1
37,50739,1,0
57,2367,6,0
55,85800,12,0
75,21999,6,0
46,27000,4,0
57,6499,4,0
57,69527,10,1
27,21298,0,0
44,50006,12,1
66,234736,8,1
28,298333,11,1
28,36000,7,1
41,65675,11,1
50,90582,1,0
48,48245,1,0
66,92419,3,0
34,15423,8,0
60,15034,0,0
29,22000,0,0
23,83984,1,0
46,5288,6,0
36,9333,8,0
69,63000,11,1
70,12658,6,0
41,36000,2,0
30,21333,2,0
27,32785,3,0
32,24000,1,0
29,66522,2,0
24,60181,8,0
42,41445,0,0
51,66455,4,0
44,36138,0,0
58,19333,11,0
66,148331,9,1
22,8687,1,0
64,53800,4,1
52,187444,12,1
65,0,0,0
58,238241,8,1
19,21092,0,0
69,59445,3,1
67,5591,6,0
50,47333,4,0
23,3517,2,0
35,44376,3,0
56,135409,11,0
59,58510,2,0
28,32467,5,1
43,28000,8,0
41,91710,12,1
66,70445,6,0
57,50467,0,0
68,84047,3,0
37,84943,5,0
22,65959,2,0
58,83445,5,0
21,38202,2,0
28,9333,2,0
69,13377,0,0
69,71333,11,0
62,55445,3,0
60,68915,8,1
69,29956,7,0
47,29967,0,0
53,69662,3,0
30,1027,0,0
40,70500,8,0
57,82000,7,0
30,94508,3,0
26,2926,0,0
71,22257,6,0
52,60000,4,0
68,62778,9,1
53,53730,7,1
61,53000,5,0
42,83163,3,0
30,82770,2,0
69,36000,7,1
24,20000,2,0
27,1055,0,0
67,0,0,0
41,44000,6,0
62,47000,4,1
57,62000,2,0
28,71488,5,0
39,147472,4,1
57,19000,9,0
55,196989,10,1
67,54333,9,1
58,67791,5,0
48,101467,8,0
56,43467,2,1
65,555,0,0
62,50778,5,1
45,12800,10,0
26,2811,2,0
60,11333,3,0
44,28000,7,0
37,196150,7,1
31,35467,6,1
64,13596,4,0
44,13477,7,0
53,110333,4,1
36,2979,7,0
33,12048,7,0
34,88436,2,0
40,555,0,0
49,56333,4,1
68,198570,12,1
49,45623,9,1
67,44911,3,0
55,78000,6,0
44,36445,0,0
53,778,1,0
52,45019,8,0
39,79715,6,0
38,32232,6,0
38,50961,2,0
38,139746,11,1
24,59912,0,1
33,40091,1,0
63,36445,0,0
37,0,0,0
28,27808,4,0
22,7556,3,0
64,84469,4,0
46,44000,4,0
53,78445,3,0
32,86847,3,0
37,59467,9,1
66,107679,9,1
26,24897,0,0
54,121000,8,1
27,22411,0,0
43,221593,10,1
45,57403,0,0
37,39445,1,0
75,71295,6,0
52,44669,8,1
32,10302,5,0
24,21000,2,0
44,101333,9,1
43,222,0,0
35,28359,0,0
48,64445,6,1
29,77000,6,0
65,24478,0,0
42,68382,4,0
30,48891,3,0
37,26333,6,1
33,59190,0,0
42,32706,3,0
23,16456,0,0
30,0,0,0
58,83323,9,1
22,15078,0,0
21,42849,6,0
31,34778,3,0
28,98888,5,0
48,37126,0,0
53,12958,0,0
58,56883,0,0
62,46000,4,1
23,7000,4,0
67,90000,6,1
37,73057,7,0
67,56787,0,0
37,164329,6,1
57,73429,6,1
58,65258,5,0
48,14778,9,0
43,111733,6,0
51,51281,5,0
44,96666,1,0
28,31000,2,1
42,37445,0,0
53,200264,7,1
51,96778,9,0
44,46000,4,0
57,161806,12,1
42,145766,8,1
71,7191,6,0
71,72720,0,0
29,23681,0,0
30,79042,1,0
39,35445,0,0
23,21990,0,0
48,75000,7,1
33,54255,3,0
62,48333,6,1
47,142261,7,1
55,91487,5,1
72,88024,5,0
26,33009,1,0
61,50221,3,0
63,100836,10,1
20,21425,2,0
55,113894,7,1
62,65333,3,1
55,18000,8,0
41,54851,2,0
25,18000,7,0
30,28633,0,0
23,16627,2,0
28,21631,0,0
69,99491,4,0
59,52000,2,0
38,0,0,0
29,31000,4,1
32,31445,0,0
52,77000,6,0
64,60912,0,1
49,43019,11,1
72,66825,3,0
34,38975,2,0
26,222,0,0
48,64445,6,1
64,7516,2,0
38,2807,1,0
68,61333,11,1
63,38000,6,0
57,98185,8,1
30,43445,3,1
39,137060,6,1
38,64610,6,0
54,10292,1,0
37,23812,7,0
50,175541,9,1
69,34363,5,0
35,31333,4,1
52,14778,5,0
23,31991,0,0
23,7654,0,0
37,99778,8,1
24,30426,5,0
51,26501,8,0
68,29333,8,0
52,14000,7,0
54,34555,0,0
35,10108,0,0
27,74333,7,0
44,5312,8,0
35,8066,7,0
47,154960,9,1
56,333,2,0
56,108731,12,1
56,66333,9,1
24,84449,2,0
67,101166,9,1
23,33799,0,0
42,28445,1,0
46,154738,8,1
27,31778,1,1
61,48000,4,1
29,83902,5,0
53,102420,6,1
30,73800,7,0
66,68333,10,1
63,3291,0,0
22,89832,0,0
45,98333,11,1
26,29746,0,0
54,71524,1,0
31,46949,2,0
32,7337,2,0
70,95872,7,1
56,81986,2,0
75,99527,1,0
35,5709,2,0
55,20578,0,0
40,211269,9,1
35,8654,2,0
43,25050,3,0
20,67134,0,0
45,37113,7,0
30,30333,6,1
71,218703,10,1
59,61306,7,1
38,0,2,0
38,35278,3,0
34,149508,3,1
72,85390,0,0
41,11884,5,0
38,24000,2,0
48,35800,2,0
73,3114,2,0
28,12269,0,0
53,78445,4,0
60,37007,0,0
28,26860,1,0
20,12445,0,0
33,26711,0,0
38,180462,7,1
67,90477,5,0
42,67816,3,0
64,30681,1,0
32,82013,3,0
42,40828,0,0
25,70000,6,1
20,2047,0,0
55,555,0,0
21,21403,0,0
65,103217,8,1
25,19602,0,0
19,41336,5,0
36,184936,5,0
54,555,0,0
42,0,0,0
28,89816,4,0
22,333,2,0
62,54413,6,0
71,85168,0,0
54,57973,3,0
51,33788,5,0
21,35682,1,0
54,36815,3,0
22,79184,0,0
28,71445,1,0
46,97221,4,0
46,16294,4,0
46,52778,3,0
33,32369,5,0
56,19000,4,0
36,72629,1,0
44,68000,5,1
31,14608,0,0
63,122433,6,1
52,8256,3,0
28,87850,3,0
19,69912,0,0
53,68000,10,1
23,19274,0,0
44,6083,8,0
34,12270,8,0
70,203349,9,1
55,113000,3,1
35,184603,3,0
64,202976,9,1
50,15976,2,0
28,78662,0,0
33,36924,3,0
32,24716,0,0
58,68360,5,1
47,98997,2,0
48,34064,7,0
24,37350,4,0
45,52199,2,0
50,60000,4,1
76,86862,6,0
48,255000,10,1
56,63166,5,0
51,51832,5,0
57,35841,2,0
38,102445,8,1
51,16445,0,0
42,189882,11,1
32,9357,4,0
39,160910,10,1
42,88174,1,0
32,93103,3,0
61,2495,0,0
30,73800,7,0
50,95333,12,0
32,39980,2,0
65,66936,0,0
59,62341,0,0
22,55000,0,1
70,6392,4,0
65,69117,0,0
45,38164,0,0
60,58843,4,0
22,29330,2,0
34,23333,5,1
36,13000,10,0
60,47778,3,1
54,245047,11,1
33,11677,2,0
43,112325,9,1
60,22333,7,0
55,82770,12,1
65,87332,6,0
56,23912,3,0
50,91874,4,0
39,148758,5,1
67,47920,0,0
55,111445,0,1
48,173860,8,1
65,28524,0,0
21,26577,0,0
22,74658,0,0
56,148363,9,1
21,70467,3,0
70,70778,1,1
23,88305,5,0
39,103924,10,1
46,49000,0,0
33,11000,9,0
74,95000,6,1
48,94636,2,0
43,13988,6,0
64,55000,6,0
26,555,0,0
48,41379,4,0
21,12000,1,0
38,125,0,0
34,23164,2,0
25,61000,0,0
60,147177,10,1
66,0,0,0
42,81551,1,0
23,11592,0,0
55,149766,9,1
26,9473,0,0
48,10608,2,0
32,11344,0,0
33,44333,8,1
21,70800,9,1
59,91006,5,0
58,333,2,0
56,8692,1,0
56,6686,0,0
48,13481,5,0
29,10562,6,0
65,50333,8,1
55,78626,0,0
32,12642,0,0
25,30467,1,1
73,96893,1,0
48,50305,0,1
20,56292,3,0
28,93540,3,0
31,49648,5,0
67,29000,6,0
69,37213,2,0
60,5606,4,0
51,90807,7,1
60,18937,3,0
62,66000,7,0
17,3631,1,0
33,16668,0,0
41,36898,3,0
37,96843,1,0
64,51000,2,1
46,44000,1,0
24,11442,4,0
48,53333,6,0
40,65771,8,0
21,70800,9,1
57,15778,3,0
48,49014,1,0
18,60000,4,1
21,29445,1,1
34,50792,4,0
21,1723,0,0
45,17195,8,0
72,66445,1,1
51,62467,5,0
34,33546,5,0
23,35357,3,0
37,304000,10,1
50,165066,9,1
56,19000,4,0
24,75000,8,0
32,20519,0,0
41,48000,2,0
33,71000,4,1
62,170813,3,1
21,18000,1,0
50,58221,1,0
44,98000,9,1
44,73123,0,0
67,39466,6,0
28,17445,2,0
44,112066,8,0
26,64264,3,0
20,73000,9,1
42,66333,6,1
49,16000,11,0
35,59745,0,0
65,60537,0,0
38,136869,1,0
43,79543,4,0
43,46127,0,0
50,15333,12,0
54,47800,4,1
47,13000,8,0
53,34222,0,0
33,94119,5,0
66,50000,2,1
64,3662,0,0
21,54778,0,1
37,99483,5,0
28,46967,1,0
47,13333,11,0
63,206017,10,0
51,93509,5,0
46,85379,7,1
38,89580,1,0
59,45342,1,0
63,95187,1,0
41,31000,8,0
40,94643,5,0
66,56467,4,1
45,35900,2,0
72,34668,5,0
31,23445,0,0
66,235471,12,1
68,89991,12,1
21,20241,2,0
54,50805,4,0
41,198479,7,1
58,48715,8,1
41,78988,1,0
47,36455,5,0
40,65778,3,1
63,67587,2,0
31,10226,0,0
47,236254,12,0
35,51125,6,0
61,54467,5,0
57,98631,8,0
59,27445,0,1
57,15630,2,0
71,27011,0,0
68,92974,6,0
47,123129,12,1
45,11195,8,0
70,9201,4,0
73,62333,9,1
27,32000,3,1
32,303000,12,1
56,166000,3,0
35,302000,8,1
39,26778,3,0
56,71333,12,1
65,53800,4,1
72,91000,4,1
41,148027,7,1
37,44133,3,0
67,0,0,0
33,34426,5,0
38,94301,3,0
74,67000,2,1
27,22488,2,0
59,81333,9,0
51,81000,10,0
36,48174,9,1
40,25823,2,0
25,91956,3,0
52,120861,9,1
25,17795,2,0
37,37000,2,0
34,32293,8,0
43,26154,6,0
48,45538,2,0
67,53454,3,0
33,35333,6,0
48,149627,12,1
36,38333,7,0
67,58445,3,1
35,231883,4,0
24,74912,2,0
31,15897,0,0
55,18731,5,0
35,48548,6,0
30,87843,2,0
38,6069,5,0
67,79375,5,0
63,68917,2,0
46,15467,10,0
55,31226,1,0
23,40116,3,0
55,104000,9,0
19,5000,1,0
45,35000,0,0
47,98142,10,1
61,228401,7,1
61,6787,3,0
68,36961,2,0
57,9333,2,0
54,38333,2,0
60,198621,12,1
57,64445,1,0
50,18759,0,0
66,40352,1,0
55,2746,0,0
25,74124,4,0
60,56660,3,0
